street,name,city,postal,address,Latitude,Longitude,,date
11 Water St Unit B Port,Pharmacy Associates Of Port Perry,"Perry, ON",L9L 1H9,"11 Water St Unit B Port Perry, ON L9L 1H9",44.1016525,-78.9389671,44.1016525-78.9389671,2021-03-29
1893 Scugog St Port,Port Perry Remedy's Rx,"Perry, ON",L9L 1H9,"1893 Scugog St Port Perry, ON L9L 1H9",44.1028758,-78.9372723,44.1028758-78.9372723,2021-03-29
29 Toronto St S Suite 1B,Pharmasave Uxbridge Med Pharm,"Uxbridge, ON",L9P 1V9,"29 Toronto St S Suite 1B Uxbridge, ON L9P 1V9",44.1077558,-79.1226591,44.1077558-79.1226591,2021-03-29
461 Holland St W,Rexall,"Bradford, ON",L3Z 0C1,"461 Holland St W Bradford, ON L3Z 0C1",44.1088447,-79.5909823,44.1088447-79.5909823,2021-03-29
140 Holland St W,Shoppers Drug Mart,"Bradford, ON",L3Z 1R7,"140 Holland St W Bradford, ON L3Z 1R7",44.1124446,-79.5693873,44.1124446-79.5693873,2021-03-29
149 Young St,Rexall,"Alliston, ON",L9R 2A9,"149 Young St Alliston, ON L9R 2A9",44.1469615,-79.8859886,44.1469615-79.8859886,2021-03-29
411 Bridge St E,Kelly's Drug Store,"Belleville, ON",K8N 1P7,"411 Bridge St E Belleville, ON K8N 1P7",44.1691848,-77.3583737,44.1691848-77.3583737,2021-03-29
220 Main St Unit 1,Bath Family Pharmacy,"Bath, ON",K0H 1G0,"220 Main St Unit 1 Bath, ON K0H 1G0",44.1848457,-76.7674054,44.1848457-76.7674054,2021-03-10
52 Queen St W,Cookstown Pharmasave,"Cookstown, ON",L0L 1L0,"52 Queen St W Cookstown, ON L0L 1L0",44.1894746,-79.7088314,44.1894746-79.7088314,2021-03-29
4499 Bath Rd,Amherstview Drugs,"Kingston, ON",K7N 1A6,"4499 Bath Rd Kingston, ON K7N 1A6",44.2191619,-76.6434574,44.2191619-76.6434574,2021-03-10
15 Sherwood Ave,15 Sherwood Ave. - Shoppers Drug Mart,"Amherstview, ON",K7N 1N1,"15 Sherwood Ave Amherstview, ON K7N 1N1",44.2195772,-76.6423544,44.2195772-76.6423544,2021-03-10
640 King St W,Peters Drugs PharmaChoice,"Kingston, ON",K7M 2E5,"640 King St W Kingston, ON K7M 2E5",44.2207463,-76.5175753,44.2207463-76.5175753,2021-03-10
76 Stuart St,Clinic Pharmacy,"Kingston, ON",K7L 2V7,"76 Stuart St Kingston, ON K7L 2V7",44.2237426,-76.4935185,44.2237426-76.4935185,2021-03-10
200 Speers Blvd,Loyalist Pharmacy - Pharmasave,"Amherstview, ON",K7N 1Y7,"200 Speers Blvd Amherstview, ON K7N 1Y7",44.2240643,-76.6631081,44.2240643-76.6631081,2021-03-10
166 Brock St,Lovell Drugs,"Kingston, ON",K7L 3E2,"166 Brock St Kingston, ON K7L 3E2",44.2308559,-76.4859204,44.2308559-76.4859204,2021-03-10
136 Princess St,136 Princess St. - Shoppers Drug Mart,"Kingston, ON",K7L 1A7,"136 Princess St Kingston, ON K7L 1A7",44.2315041,-76.4838087,44.2315041-76.4838087,2021-03-10
445 Princess St,445 Princess St. - Shoppers Drug Mart,"Kingston, ON",K7L 1C3,"445 Princess St Kingston, ON K7L 1C3",44.2340283,-76.4937799,44.2340283-76.4937799,2021-03-10
76 Arlington Dr Unit C,Rexall,"Keswick, ON",L4P 0A9,"76 Arlington Dr Unit C Keswick, ON L4P 0A9",44.2344385,-79.4501715,44.2344385-79.4501715,2021-03-29
500 Gardiners Rd,Gardiner's Pharmasave,"Kingston, ON",K7M 7W9,"500 Gardiners Rd Kingston, ON K7M 7W9",44.2353007,-76.5669322,44.2353007-76.5669322,2021-03-10
1875 Bath Rd,1875 Bath Rd. - Shoppers Drug Mart,"Kingston, ON",K7M 4Y3,"1875 Bath Rd Kingston, ON K7M 4Y3",44.236916,-76.5823035,44.236916-76.5823035,2021-03-10
1030 Coverdale Dr,1030 Coverdale Drive - Loblaw,"Kingston, ON",K7M 8X7,"1030 Coverdale Dr Kingston, ON K7M 8X7",44.2378882,-76.5919508,44.2378882-76.5919508,2021-03-10
240 Montreal St,240 Montreal Street - Rexall,"Kingston, ON",K7K 3G8,"240 Montreal St Kingston, ON K7K 3G8",44.2384629,-76.4857377,44.2384629-76.4857377,2021-03-10
800 Princess St,Medical Arts Pharmacy,"Kingston, ON",K7L 5E4,"800 Princess St Kingston, ON K7L 5E4",44.2389873,-76.5072859,44.2389873-76.5072859,2021-03-10
789 Princess St,Frontenac Medical Pharmacy,"Kingston, ON",K7L 1E9,"789 Princess St Kingston, ON K7L 1E9",44.239413,-76.5067772,44.239413-76.5067772,2021-03-10
797 Princess St,797 Princess St. - Shoppers Drug Mart,"Kingston, ON",K7L 1G1,"797 Princess St Kingston, ON K7L 1G1",44.2394846,-76.5071202,44.2394846-76.5071202,2021-03-10
277 Bath Rd,Med+ Pharmacy,"Kingston, ON",K7M 2X6,"277 Bath Rd Kingston, ON K7M 2X6",44.2402229,-76.5251988,44.2402229-76.5251988,2021-03-10
1036 Princess St,1036 Princess Street - Rexall,"Kingston, ON",K7L 1H2,"1036 Princess St Kingston, ON K7L 1H2",44.2419276,-76.5156591,44.2419276-76.5156591,2021-03-10
472 Division St Unit 2,Division Pharmacy,"Kingston, ON",K7K 4B1,"472 Division St Unit 2 Kingston, ON K7K 4B1",44.2422699,-76.49576,44.2422699-76.49576,2021-03-29
1100 Princess St,1100 Princess Street - Loblaw,"Kingston, ON",K7L 5G8,"1100 Princess St Kingston, ON K7L 5G8",44.2428429,-76.5185193,44.2428429-76.5185193,2021-03-10
1011 Princess St,1011 Princess St. - Shoppers Drug Mart,"Kingston, ON",K7L 1H3,"1011 Princess St Kingston, ON K7L 1H3",44.2436526,-76.5142772,44.2436526-76.5142772,2021-03-10
728 Milford Dr,Milford Pharmacy,"Kingston, ON",K7P 1C6,"728 Milford Dr Kingston, ON K7P 1C6",44.2484037,-76.5806125,44.2484037-76.5806125,2021-03-10
817 Edgar St,817 Edgar Street - Rexall,"Kingston, ON",K7M 8Y4,"817 Edgar St Kingston, ON K7M 8Y4",44.2502512,-76.5535727,44.2502512-76.5535727,2021-03-10
795 Gardiners Rd Unit 6,Medical Tree,"Kingston, ON",K7M 7E6,"795 Gardiners Rd Unit 6 Kingston, ON K7M 7E6",44.2511182,-76.5690727,44.2511182-76.5690727,2021-03-10
775 Strand Blvd,775 Strand Blvd. - Shoppers Drug Mart,"Kingston, ON",K7P 2S7,"775 Strand Blvd Kingston, ON K7P 2S7",44.2518053,-76.5931267,44.2518053-76.5931267,2021-03-10
760 Hwy 15 Unit 13,Barriefield Pharmasave,"Kingston, ON",K7L 0C3,"760 Hwy 15 Unit 13 Kingston, ON K7L 0C3",44.2529193,-76.4609127,44.2529193-76.4609127,2021-03-10
7 Hickson Ave,CATP Kingston,"Kingston, ON",K7K 2N4,"7 Hickson Ave Kingston, ON K7K 2N4",44.2532378,-76.4852017,44.2532378-76.4852017,2021-03-10
823 Hwy 15,823 Highway 15 - Shoppers Drug Mart,"Kingston, ON",K7L 4V3,"823 Hwy 15 Kingston, ON K7L 4V3",44.2553138,-76.4599028,44.2553138-76.4599028,2021-03-10
945 Gardiners Rd Unit L074,945 Gardinders Road - Shoppers Drug Mart,"Kingston, ON",K7M 7H4,"945 Gardiners Rd Unit L074 Kingston, ON K7M 7H4",44.2563363,-76.572171,44.2563363-76.572171,2021-03-10
10 Alkenbrack St Unit 2,10 Alkenbrack St. - Shoppers Drug Mart,"Napanee, ON",K7R 0A6,"10 Alkenbrack St Unit 2 Napanee, ON K7R 0A6",44.2564519,-76.9609132,44.2564519-76.9609132,2021-03-10
2327 Princess St,2327 Princess Street - Sobeys,"Kingston, ON",K7M 3G1,"2327 Princess St Kingston, ON K7M 3G1",44.2571844,-76.549969,44.2571844-76.549969,2021-03-10
2437 Princess St Unit # 100,2437 Princess Street - Shoppers Drug Mart,"Kingston, ON",K7M 3G1,"2437 Princess St Unit # 100 Kingston, ON K7M 3G1",44.2575256,-76.5583154,44.2575256-76.5583154,2021-03-10
450 Centre St N,450 Centre Street North - Loblaw,"Napanee, ON",K7R 1P8,"450 Centre St N Napanee, ON K7R 1P8",44.2586876,-76.9626492,44.2586876-76.9626492,2021-03-10
470 Centre St N,470 Centre Street North - Rexall,"Napanee, ON",K7R 1P8,"470 Centre St N Napanee, ON K7R 1P8",44.2593345,-76.9632033,44.2593345-76.9632033,2021-03-10
1015 Centennial Dr,1015 Centennial Drive - Costco,"Kingston, ON",K7P 3B7,"1015 Centennial Dr Kingston, ON K7P 3B7",44.26018,-76.5603925,44.26018-76.5603925,2021-03-10
1048 Midland Ave,1048 Midland Avenue - Loblaw,"Kingston, ON",K7P 2X9,"1048 Midland Ave Kingston, ON K7P 2X9",44.2610102,-76.5722326,44.2610102-76.5722326,2021-03-10
89 Jim Kimmett Blvd,89 Jim Kimmett Boulevard - Walmart,"Napanee, ON",K7R 3L1,"89 Jim Kimmett Blvd Napanee, ON K7R 3L1",44.2611952,-76.9634455,44.2611952-76.9634455,2021-03-10
263 Weller Ave Unit 2,Weller Pharmacy,"Kingston, ON",K7K 2V4,"263 Weller Ave Unit 2 Kingston, ON K7K 2V4",44.2627,-76.4912261,44.2627-76.4912261,2021-03-10
1162 Division Rd,1162 Division Road - Loblaw,"Kingston, ON",K7K 0C3,"1162 Division Rd Kingston, ON K7K 0C3",44.2644334,-76.5002823,44.2644334-76.5002823,2021-03-10
1130 Midland Ave,1130 Midland Ave - Walmart,"Kingston, ON",K7P 2X9,"1130 Midland Ave Kingston, ON K7P 2X9",44.2651326,-76.5725577,44.2651326-76.5725577,2021-03-10
1201 Division St,1201 Division St. - Shoppers Drug Mart,"Kingston, ON",K7K 6X4,"1201 Division St Kingston, ON K7K 6X4",44.2657409,-76.4965906,44.2657409-76.4965906,2021-03-10
105 Sutherland Dr,105 Sutherland Dr. - Shoppers Drug Mart,"Kingston, ON",K7K 5V6,"105 Sutherland Dr Kingston, ON K7K 5V6",44.2689808,-76.4801421,44.2689808-76.4801421,2021-03-10
485 The Parkway,Costco Pharmacy,"Peterborough, ON",K9J 2A1,"485 The Parkway Peterborough, ON K9J 2A1",44.2723188,-78.340485,44.2723188-78.340485,2021-03-29
815 High St Unit 9,High St. Guardian Pharmacy,"Peterborough, ON",K9J 8J9,"815 High St Unit 9 Peterborough, ON K9J 8J9",44.2831292,-78.3343136,44.2831292-78.3343136,2021-03-29
121 High St,Sutton Apothecary,"Sutton, ON",L0E 1R0,"121 High St Sutton, ON L0E 1R0",44.304173,-79.358766,44.304173-79.358766,2021-03-29
16 Grand Rd,Rx Drug Mart,"Campbellford, ON",K0L 1L0,"16 Grand Rd Campbellford, ON K0L 1L0",44.3081096,-77.8008531,44.3081096-77.8008531,2021-03-29
1070 Innisfil Beach Rd Unit 14,Alcona Pharmacy,"Innisfil, ON",L9S 4T9,"1070 Innisfil Beach Rd Unit 14 Innisfil, ON L9S 4T9",44.314201,-79.553889,44.314201-79.553889,2021-03-29
29 Toronto St N,Markdale Pharmacy,"Markdale, ON",N0C 1H0,"29 Toronto St N Markdale, ON N0C 1H0",44.3194434,-80.648711,44.3194434-80.648711,2021-03-29
6 River Dr Unit 1,Angus Borden Guardian Pharmacy,"Angus, ON",L0M 1B2,"6 River Dr Unit 1 Angus, ON L0M 1B2",44.3219436,-79.8868634,44.3219436-79.8868634,2021-03-29
1002 Chemong Rd,Wal-Mart Pharmacy,"Peterborough, ON",K9H 7E2,"1002 Chemong Rd Peterborough, ON K9H 7E2",44.3247279,-78.3333714,44.3247279-78.3333714,2021-03-29
7975 Yonge St,Rexall Pharma Plus,"Innisfil, ON",L9S 1A8,"7975 Yonge St Innisfil, ON L9S 1A8",44.3277427,-79.6194167,44.3277427-79.6194167,2021-03-29
41 Maple View Dr E,Costco Pharmacy,"Barrie, ON",L4N 9A9,"41 Maple View Dr E Barrie, ON L4N 9A9",44.3346476,-79.6814322,44.3346476-79.6814322,2021-03-29
567 Essa Rd,Rexall Pharma Plus,"Barrie, ON",L4N 6A9,"567 Essa Rd Barrie, ON L4N 6A9",44.3370812,-79.710627,44.3370812-79.710627,2021-03-29
420 Essa Rd,Shoppers Drug Mart,"Barrie, ON",L4N 9J7,"420 Essa Rd Barrie, ON L4N 9J7",44.3470666,-79.7031023,44.3470666-79.7031023,2021-03-29
343 Kent St W Unit 341,Shoppers Drug Mart,"Lindsay, ON",K9B 2Z7,"343 Kent St W Unit 341 Lindsay, ON K9B 2Z7",44.3507422,-78.7551481,44.3507422-78.7551481,2021-04-02
620 Yonge St,Drugstore Pharmacy,"Barrie, ON",L4N 4E5,"620 Yonge St Barrie, ON L4N 4E5",44.3552065,-79.6486316,44.3552065-79.6486316,2021-03-29
55 Angeline St N Unit 4A,Kawartha Lakes Pharmacy,"Lindsay, ON",K9V 5B7,"55 Angeline St N Unit 4A Lindsay, ON K9V 5B7",44.3553137,-78.7548824,44.3553137-78.7548824,2021-04-02
3810 Perth Rd Unit 1B,Inverary Pharmasave,"Inverary, ON",K0H 1X0,"3810 Perth Rd Unit 1B Inverary, ON K0H 1X0",44.3765726,-76.4787547,44.3765726-76.4787547,2021-03-10
165 Wellington St W,Shoppers Drug Mart,"Barrie, ON",L4N 1L7,"165 Wellington St W Barrie, ON L4N 1L7",44.3869779,-79.705149,44.3869779-79.705149,2021-03-29
4937 Hwy 38 Unit 2,Harrowsmith Pharmacy,"Harrowsmith, ON",K0H 1V0,"4937 Hwy 38 Unit 2 Harrowsmith, ON K0H 1V0",44.4051781,-76.6659673,44.4051781-76.6659673,2021-03-10
472 Bayfield St,Loblaw Pharmacy,"Barrie, ON",L4M 5A2,"472 Bayfield St Barrie, ON L4M 5A2",44.4115703,-79.7131953,44.4115703-79.7131953,2021-03-29
201 Georgian Dr,Purehealth Pharmacy,"Barrie, ON",L4M 6M2,"201 Georgian Dr Barrie, ON L4M 6M2",44.4150413,-79.6621392,44.4150413-79.6621392,2021-03-29
1017 Carson Rd,Springwater Pharmacy,"Barrie, ON",L4M 0K1,"1017 Carson Rd Barrie, ON L4M 0K1",44.4278359,-79.7243663,44.4278359-79.7243663,2021-03-29
1900 Mosley St Unit 4 Wasaga,Shoppers Drug Mart,"Beach, ON",L9Z 1Z3,"1900 Mosley St Unit 4 Wasaga Beach, ON L9Z 1Z3",44.4751945,-80.07473,44.4751945-80.07473,2021-03-29
197 Albert St S Unit 3,Kristen's Pharmacy,"Southampton, ON",N0H 2L0,"197 Albert St S Unit 3 Southampton, ON N0H 2L0",44.4898108,-81.3765882,44.4898108-81.3765882,2021-03-29
175 First St,Shoppers Drug Mart,"Collingwood, ON",L9Y 1A5,"175 First St Collingwood, ON L9Y 1A5",44.5029008,-80.2224588,44.5029008-80.2224588,2021-03-29
45 Arthur St,Thornbury Pharmacy,"Thornbury, ON",N0H 2P0,"45 Arthur St Thornbury, ON N0H 2P0",44.563073,-80.4559889,44.563073-80.4559889,2021-03-29
16 Queen St W,Whitfield Guardian,"Elmvale, ON",L0L 1P0,"16 Queen St W Elmvale, ON L0L 1P0",44.5834803,-79.8669651,44.5834803-79.8669651,2021-04-02
149 Wmount Dr N,Shoppers Drug Mart,"Orillia, ON",L3V 6C7,"149 Wmount Dr N Orillia, ON L3V 6C7",44.6079966,-79.4396666,44.6079966-79.4396666,2021-03-29
289 Coldwater Rd,Drugstore Pharmacy,"Orillia, ON",L3V 6J3,"289 Coldwater Rd Orillia, ON L3V 6J3",44.6081399,-79.4378947,44.6081399-79.4378947,2021-03-29
1942 Parkdale Ave,Wal-Mart Pharmacy,"Brockville, ON",K6V 7N4,"1942 Parkdale Ave Brockville, ON K6V 7N4",44.6152203,-75.6865841,44.6152203-75.6865841,2021-03-29
9186 Hwy 93,Shoppers Drug Mart,"Midland, ON",L4R 4K4,"9186 Hwy 93 Midland, ON L4R 4K4",44.7176023,-79.8972373,44.7176023-79.8972373,2021-03-29
12357 Hwy 41,Tobia's Guardian Pharmacy,"Northbrook, ON",K0H 2G0,"12357 Hwy 41 Northbrook, ON K0H 2G0",44.7383505,-77.1610168,44.7383505-77.1610168,2021-03-10
286 King St,Arcade And Jory Guardian Pharmacy,"Midland, ON",L4R 3M6,"286 King St Midland, ON L4R 3M6",44.749286,-79.885397,44.749286-79.885397,2021-03-29
1036 Elizabeth St Sharbot,Pharmasave Sharbot Lake,"Lake, ON",K0H 2P0,"1036 Elizabeth St Sharbot Lake, ON K0H 2P0",44.7710742,-76.6905239,44.7710742-76.6905239,2021-03-10
50 Dufferin St,Shoppers Drug Mart,"Perth, ON",K7H 3A6,"50 Dufferin St Perth, ON K7H 3A6",44.9099707,-76.2632268,44.9099707-76.2632268,2021-03-29
180 Brock St,Gravenhurst IDA Pharmacy,"Gravenhurst, ON",P1P 1X2,"180 Brock St Gravenhurst, ON P1P 1X2",44.9203359,-79.3729423,44.9203359-79.3729423,2021-03-29
55 Hwy 118 W,Rexall,"Bracebridge, ON",P1L 1T2,"55 Hwy 118 W Bracebridge, ON P1L 1T2",45.0445828,-79.324082,45.0445828-79.324082,2021-03-29
118 Hastings St N,Shoppers Drug Mart,"Bancroft, ON",K0L 1C0,"118 Hastings St N Bancroft, ON K0L 1C0",45.061573,-77.856565,45.061573-77.856565,2021-03-29
507 Main St,Seaway Valley Pharmacy,"Winchester, ON",K0C 2K0,"507 Main St Winchester, ON K0C 2K0",45.0925251,-75.3545628,45.0925251-75.3545628,2021-03-29
3192 Logan Farm Dr,Osgoode Pharmacy,"Osgoode, ON",K0A 2W0,"3192 Logan Farm Dr Osgoode, ON K0A 2W0",45.1494697,-75.6029765,45.1494697-75.6029765,2021-03-29
990 River Rd,Paul's Pharmasave,"Manotick, ON",K4M 1B9,"990 River Rd Manotick, ON K4M 1B9",45.2339852,-75.6774721,45.2339852-75.6774721,2021-03-29
1609 Stittsville Main St Unit C,Stittsville Whole Health Pharmacy,"Ottawa, ON",K2S 1B8,"1609 Stittsville Main St Unit C Ottawa, ON K2S 1B8",45.2554602,-75.9162265,45.2554602-75.9162265,2021-03-29
3201 Greenbank Rd,The Drug Store Pharmacy,"Ottawa, ON",K2J 4H9,"3201 Greenbank Rd Ottawa, ON K2J 4H9",45.2680519,-75.7434605,45.2680519-75.7434605,2021-03-29
3781 Strandherd Dr,Shoppers Drug Mart,"Nepean, ON",K2J 5M4,"3781 Strandherd Dr Nepean, ON K2J 5M4",45.2682208,-75.7512618,45.2682208-75.7512618,2021-03-29
753 Notre Dame St,Embrun Remedy's Rx,"Embrun, ON",K0A 1W0,"753 Notre Dame St Embrun, ON K0A 1W0",45.2684141,-75.3036791,45.2684141-75.3036791,2021-03-29
4315 Strandherd Dr,Costco Pharmacy,"Nepean, ON",K2J 6E5,"4315 Strandherd Dr Nepean, ON K2J 6E5",45.2684597,-75.7843783,45.2684597-75.7843783,2021-03-29
5357 Fernbank Rd,Wal-Mart Pharmacy,"Kanata, ON",K2S 0T7,"5357 Fernbank Rd Kanata, ON K2S 0T7",45.2755019,-75.874195,45.2755019-75.874195,2021-03-29
4188 Spratt Rd Unit 2,Good Health Pharmacy,"Gloucester, ON",K1V 0Z6,"4188 Spratt Rd Unit 2 Gloucester, ON K1V 0Z6",45.2831139,-75.6863032,45.2831139-75.6863032,2021-03-29
680 Eagleson Rd,Shoppers Drug Mart,"Kanata, ON",K2M 2G9,"680 Eagleson Rd Kanata, ON K2M 2G9",45.2873726,-75.8684677,45.2873726-75.8684677,2021-03-29
700 Terry Fox Dr,Sobeys Pharmacy,"Kanata, ON",K2L 4H4,"700 Terry Fox Dr Kanata, ON K2L 4H4",45.2916794,-75.8936843,45.2916794-75.8936843,2021-03-29
770 Silver Seven Rd,Costco Pharmacy,"Kanata, ON",K2V 1A5,"770 Silver Seven Rd Kanata, ON K2V 1A5",45.3026258,-75.9131164,45.3026258-75.9131164,2021-03-29
99 Kakulu Rd Unit 101,Kanata Pharmasave,"Kanata, ON",K2L 3C8,"99 Kakulu Rd Unit 101 Kanata, ON K2L 3C8",45.3042405,-75.8947172,45.3042405-75.8947172,2021-03-29
499 Terry Fox Dr Unit 10,Shoppers Drug Mart,"Kanata, ON",K2T 1H7,"499 Terry Fox Dr Unit 10 Kanata, ON K2T 1H7",45.3108116,-75.9199686,45.3108116-75.9199686,2021-03-29
51 King William St,51 King William Street - Shoppers Drug Mart,"Huntsville, ON",P1H 1G4,"51 King William St Huntsville, ON P1H 1G4",45.3321536,-79.207277,45.3321536-79.207277,2021-03-29
117 Centrepointe Dr,Centrepointe Gabriel Drugs,"Nepean, ON",K2G 5X3,"117 Centrepointe Dr Nepean, ON K2G 5X3",45.3429403,-75.7624942,45.3429403-75.7624942,2021-03-29
90 Bowes St Parry,Shoppers Drug Mart,"Sound, ON",P2A 2L7,"90 Bowes St Parry Sound, ON P2A 2L7",45.3435966,-80.0149176,45.3435966-80.0149176,2021-04-02
37 Seguin St Parry,Pollard IDA Pharmacy,"Sound, ON",P2A 1B2,"37 Seguin St Parry Sound, ON P2A 1B2",45.3438317,-80.0348672,45.3438317-80.0348672,2021-03-29
200 Grant Carman Dr,Loblaw Pharmacy,"Nepean, ON",K2E 7Z8,"200 Grant Carman Dr Nepean, ON K2E 7Z8",45.351331,-75.7307124,45.351331-75.7307124,2021-03-29
1980 Baseline Rd,Loblaw Pharmacy,"Nepean, ON",K2C 0C6,"1980 Baseline Rd Nepean, ON K2C 0C6",45.3520746,-75.7595588,45.3520746-75.7595588,2021-03-29
840 March Rd,Sobeys Pharmacy,"Kanata, ON",K2K 1X7,"840 March Rd Kanata, ON K2K 1X7",45.3579397,-75.9337228,45.3579397-75.9337228,2021-03-29
2525 Carling Ave,Rexall,"Ottawa, ON",K2B 7Z2,"2525 Carling Ave Ottawa, ON K2B 7Z2",45.364982,-75.7857631,45.364982-75.7857631,2021-03-29
314 Central Park Dr Unit 8,Apothe Sos Pharmacy,"Ottawa, ON",K2C 0R2,"314 Central Park Dr Unit 8 Ottawa, ON K2C 0R2",45.3682958,-75.7333981,45.3682958-75.7333981,2021-03-29
2681 Alta Vista Dr,The Drugstore Pharmacy,"Ottawa, ON",K1V 7T5,"2681 Alta Vista Dr Ottawa, ON K1V 7T5",45.3722133,-75.6630484,45.3722133-75.6630484,2021-03-29
1725 Walkley Rd Unit C,Rexall,"Ottawa, ON",K1V 2P6,"1725 Walkley Rd Unit C Ottawa, ON K1V 2P6",45.3778586,-75.6459656,45.3778586-75.6459656,2021-03-29
1795 Kilborn Ave,Pharmasave Cyril Pharmacy,"Ottawa, ON",K1H 6N1,"1795 Kilborn Ave Ottawa, ON K1H 6N1",45.3880923,-75.6450713,45.3880923-75.6450713,2021-03-29
410 Richmond Rd,Shoppers Drug Mart,"Ottawa, ON",K2A 4C4,"410 Richmond Rd Ottawa, ON K2A 4C4",45.3902682,-75.7569456,45.3902682-75.7569456,2021-03-29
22 Baskin Dr E,Rexall,"Arnprior, ON",K7S 3G8,"22 Baskin Dr E Arnprior, ON K7S 3G8",45.4239485,-76.3669273,45.4239485-76.3669273,2021-03-29
322 Rideau St,Shoppers Drug Mart,"Ottawa, ON",K1N 5Y5,"322 Rideau St Ottawa, ON K1N 5Y5",45.4288897,-75.6847071,45.4288897-75.6847071,2021-03-29
1980 Ogilvie Rd Unit 171,Wal-Mart Pharmacy,"Gloucester, ON",K1J 9L3,"1980 Ogilvie Rd Unit 171 Gloucester, ON K1J 9L3",45.4325275,-75.6098258,45.4325275-75.6098258,2021-03-29
1405 Blair Towers Place,Costco Pharmacy,"Gloucester, ON",K1J 1A5,"1405 Blair Towers Place Gloucester, ON K1J 1A5",45.4349421,-75.6034548,45.4349421-75.6034548,2021-03-29
4270 Innes Rd,Loblaw Pharmacy,"Ottawa, ON",K4A 5E6,"4270 Innes Rd Ottawa, ON K4A 5E6",45.4572295,-75.4953166,45.4572295-75.4953166,2021-03-29
1619 Orleans Blvd,The Drug Store Pharmacy,"Gloucester, ON",K1C 7E2,"1619 Orleans Blvd Gloucester, ON K1C 7E2",45.459603,-75.5241281,45.459603-75.5241281,2021-03-29
1615 Orleans Blvd,1615 Orleans Boulevard - Rexall,"Orleans, ON",K1C 7E2,"1615 Orleans Blvd Orleans, ON K1C 7E2",45.4604249,-75.5247209,45.4604249-75.5247209,2021-03-29
4473 Innes Rd Unit 101,Innes IDA Pharmacy,"Olreans, ON",K4A 1A7,"4473 Innes Rd Unit 101 Olreans, ON K4A 1A7",45.4617054,-75.4860905,45.4617054-75.4860905,2021-03-29
1937 Portobello Blvd,1937 Portobello Boulevard - Shoppers Drug Mart,"Orleans, ON",K4A 4W9,"1937 Portobello Blvd Orleans, ON K4A 4W9",45.4680525,-75.4657987,45.4680525-75.4657987,2021-03-29
5150 Innes Rd,Sobeys Pharmacy,"Orleans, ON",K4A 0G4,"5150 Innes Rd Orleans, ON K4A 0G4",45.469773,-75.4553161,45.469773-75.4553161,2021-03-29
980 OBrien Rd RR 1,Wal-Mart Pharmacy,"Renfrew, ON",K7V 3Z4,"980 OBrien Rd RR 1 Renfrew, ON K7V 3Z4",45.4795894,-76.6553723,45.4795894-76.6553723,2021-03-29
900 Watters Rd Unit 13,Crown Pointe Pharmacy,"Orleans, ON",K4A 0B4,"900 Watters Rd Unit 13 Orleans, ON K4A 0B4",45.4824857,-75.4745687,45.4824857-75.4745687,2021-03-29
80 Main St E,Pharmacie Jean Coutu,"Hawkesbury, ON",K6A 1A3,"80 Main St E Hawkesbury, ON K6A 1A3",45.609338,-74.611644,45.609338-74.611644,2021-03-29
1108 Pembroke St E,Wal-Mart Pharmacy,"Pembroke, ON",K8A 7R4,"1108 Pembroke St E Pembroke, ON K8A 7R4",45.8191731,-77.0804176,45.8191731-77.0804176,2021-03-29
1500 Fisher St N,Wal-Mart Pharmacy,"Bay, ON",P1B 2H3,"1500 Fisher St N Bay, ON P1B 2H3",46.3146329,-79.4406629,46.3146329-79.4406629,2021-03-29
10 Maplewood Ave N,Northern Shores Pharmacy,"Bay, ON",P1B 5H2,"10 Maplewood Ave N Bay, ON P1B 5H2",46.3283689,-79.4650065,46.3283689-79.4650065,2021-03-29
12035 Hwy #17 Sturgeon,Loblaw Pharmacy,"Falls, ON",P2B 2S6,"12035 Hwy #17 Sturgeon Falls, ON P2B 2S6",46.3667275,-79.9081968,46.3667275-79.9081968,2021-03-29
220 Ontario Ave Elliot,Shoppers Drug Mart,"Lake, ON",P5A 1Y5,"220 Ontario Ave Elliot Lake, ON P5A 1Y5",46.3810688,-82.6452881,46.3810688-82.6452881,2021-03-29
135 Regional Rd 24 Unit 14,Walden Family Drugstore,"Lively, ON",P3Y 1J1,"135 Regional Rd 24 Unit 14 Lively, ON P3Y 1J1",46.4229494,-81.1433738,46.4229494-81.1433738,2021-03-29
2015 Long Lake Rd,Shoppers Drug Mart,"Sudbury, ON",P3E 4M8,"2015 Long Lake Rd Sudbury, ON P3E 4M8",46.4513397,-81.0048068,46.4513397-81.0048068,2021-03-29
44 Great Nern Rd Unit 50 Sault Ste,Loblaw Pharmacy,"Marie, ON",P6B 4Y5,"44 Great Nern Rd Unit 50 Sault Ste Marie, ON P6B 4Y5",46.5228206,-84.3177472,46.5228206-84.3177472,2021-03-29
658 Second Line W Unit 3 Sault Ste,West End Pharmacy,"Marie, ON",P6C 2K9,"658 Second Line W Unit 3 Sault Ste Marie, ON P6C 2K9",46.5374357,-84.3831079,46.5374357-84.3831079,2021-03-29
3080 Hwy 69 N Val,Rexall,"Caron, ON",P3N 1N7,"3080 Hwy 69 N Val Caron, ON P3N 1N7",46.612467,-81.006342,46.612467-81.006342,2021-03-29
368 Main St,Smallman Pharmacy,"Haileybury, ON",P0J 1K0,"368 Main St Haileybury, ON P0J 1K0",47.4486836,-79.6337433,47.4486836-79.6337433,2021-03-29
