X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-84.31856245,46.5051223,235,127906603,6786,Pharmacy,RP,Medicine Shoppe #276, , , ,955 Queen Street East,Unit 145, ,Sault Ste. Marie,P6A2C3, ,2.02E+13
-79.78655012,43.70419128,236,127906604,6790,Pharmacy,RP,Main Street Pharmacy, , , ,60 Gillingham Drive,Unit 101, ,Brampton,L6X0Z9, ,2.02E+13
-79.80600522,43.67487327,237,127906605,6797,Pharmacy,RP,James Potter Road Pharmacy, , , ,9715 James Potter Road,Unit 101, ,Brampton,L6X3B9, ,2.02E+13
-79.47718712,43.70334269,238,127906606,6798,Pharmacy,RP,Main Drug Mart, , , ,2306 Keele Street, , ,Toronto,M6M3Z8, ,2.02E+13
-75.29925892,45.54169809,239,127906607,6799,Pharmacy,RP,Drug Store Pharmacy #4117, , , ,2737 Laurier Street, , ,Clarence-Rockland,K4K1A3, ,2.02E+13
-80.73618794,43.98246858,240,127906608,6800,Pharmacy,RP,Mount Forest Pharmacy, , , ,154 Main Street North, , ,Mount Forest,N0G2L0, ,2.02E+13
-79.44124824,44.10532076,241,127906609,6801,Pharmacy,RP,Sharon Pharmacy, , , ,19101 Leslie Street, , ,East Gwillimbury,L0G1V0, ,2.02E+13
-81.1886035,43.00084299,242,127906610,6802,Pharmacy,RP,Shoppers Drug Mart #737, , , ,1657 Dundas Street East, , ,London,N5W3C6, ,2.02E+13
-80.99662358,46.46792368,243,127906611,6803,Pharmacy,RP,Hsnrx, , , ,41 Ramsey Lake Road, , ,Greater Sudbury,P3E5J1, ,2.02E+13
-83.04110281,42.31286277,244,127906612,6804,Pharmacy,RP,Rose City Pharmacy, , , ,402 Wyandotte Street West, , ,Windsor,N9A5X4, ,2.02E+13
-82.93855978,42.31180538,245,127906613,6805,Pharmacy,RP,Loblaw Pharmacy # 529, , , ,7201 Tecumseh Road East, , ,Windsor,N8T3K4, ,2.02E+13
-79.47200522,43.7664487,246,127906614,6807,Pharmacy,RP,Duffern-Finch Pharmacy, , , ,2 Champagne Drive,Unit C1, ,Toronto,M3J2C5, ,2.02E+13
-79.22299825,43.80933992,247,127906615,6810,Pharmacy,RP,Shoppers Drug Mart #855, , , ,1400 Neilson Road, , ,Toronto,M1B0C2, ,2.02E+13
-79.21902099,43.17250101,248,127906616,6811,Pharmacy,RP,Pharma-Star Medical Pharmacy, , , ,448 Welland Avenue, , ,St. Catharines,L2M5V2, ,2.02E+13
-79.46767871,43.67173488,249,127906617,6812,Pharmacy,RP,Shoppers Drug Mart #867, , , ,620 Keele Street, , ,Toronto,M6N3E2, ,2.02E+13
-80.20381098,44.07872942,251,127906619,6816,Pharmacy,RP,Caravaggio Ida Drugs, , , ,128 Main Street East,Postal Office Box 910, ,Horning's Mills,L9V3K5, ,2.02E+13
-79.26810717,43.90441393,252,127906620,6818,Pharmacy,RP,Castlemore Discount Pharmacy, , , ,1250 Castlemore Avenue,Unit 1, ,Markham,L6E0H7, ,2.02E+13
-79.38956999,43.70817639,254,127906622,6826,Pharmacy,RP,Mount Pleasant Pharmacy, , , ,245 Eglinton Avenue East, , ,Toronto,M4P3B7, ,2.02E+13
-79.92649422,43.20987238,255,127906623,6827,Pharmacy,RP,Westmount Pharmacy, , , ,723 Rymal Road West,Unit 200, ,Hamilton,L9B2N9, ,2.02E+13
-82.39395774,42.59325555,256,127906624,6829,Pharmacy,RP,Wallaceburg Pharmacy, , , ,1044 Dufferin Avenue,Unit 4, ,Chatham-Kent,N8A2V8, ,2.02E+13
-79.8681229,43.24989449,257,127906625,6838,Pharmacy,RP,John Drug Mart Ida Pharmacy, , , ,225 John Street South, , ,Hamilton,L8N2C7, ,2.02E+13
-80.3708237,43.69897705,259,127906627,6843,Pharmacy,RP,Shoppers Drug Mart #1082, , , ,710 Tower Street South, , ,Fergus,N1M2R3, ,2.02E+13
-79.64689636,43.58616676,260,127906628,6846,Pharmacy,RP,Parkside Pharmacy, , , ,4062 Confederation Parkway, , ,Mississauga,L5B0G4, ,2.02E+13
-80.95148946,43.36985516,261,127906629,6847,Pharmacy,RP,Drugstore Pharmacy #557, , , ,865 Ontario Street, , ,Stratford,N5A7Y2, ,2.02E+13
-79.60326995,43.59535877,262,127906630,6851,Pharmacy,RP,Cawthra Drug Store, , , ,680 Silver Creek Boulevard,Unit 7 & 8, ,Mississauga,L5A3Z1, ,2.02E+13
-79.92663766,43.64922466,263,127906631,6854,Pharmacy,RP,Georgetown Pharmacy, , , ,118 Mill Street,Unit 101, ,Halton Hills,L7G2C5, ,2.02E+13
-79.23891348,42.98500867,264,127906632,6856,Pharmacy,RP,Lincoln Centre Pharmacy, , , ,390 Lincoln Street,Unit B, ,Welland,L3B4N4, ,2.02E+13
-75.73339815,45.36829584,265,127906633,6857,Pharmacy,RP,Apothe Sos Pharmacy, , , ,314 Central Park Drive,Unit 8, ,Ottawa,K2C0R2, ,2.02E+13
-78.34798423,44.55411909,266,127906634,9188,Pharmacy,RP,Remedy's Rx Buckhorn Phcy, , , ,Main Street, , ,Buckhorn,K0L1J0, ,2.02E+13
-80.02545909,43.63814345,267,127906635,9191,Pharmacy,RP,Rexall, , , ,372 Queen Street, , ,Acton,L7J2Y5, ,2.02E+13
-81.25675982,43.03714879,268,127906636,9192,Pharmacy,RP,Rexall #1859, , , ,1593 Adelaide Street North, , ,London,N5X4E8, ,2.02E+13
-81.1958486,42.96173238,269,127906637,9193,Pharmacy,RP,Shoppers Drug Mart #1077, , , ,1155 Comissioners Road East, , ,London,N5Z4L9, ,2.02E+13
-81.32184794,42.97708947,270,127906638,9197,Pharmacy,RP,Rexall #1875, , , ,740 Hyde Park Road, , ,London,N6H3W9, ,2.02E+13
-82.38404573,42.59434625,271,127906639,9201,Pharmacy,RP,Rexall #1891, , , ,440 James Street, , ,Chatham-Kent,N8A2N7, ,2.02E+13
-79.75632879,43.55715255,272,127906640,9202,Pharmacy,RP,Britannia Pharmacy, , , ,5980 Churchill Meadows Boulevard,Unit 11, ,Mississauga,L5M7M5, ,2.02E+13
-75.80216067,45.35593714,273,127906641,9203,Pharmacy,RP,Rexall #1917, , , ,2950 Carling Avenue, , ,Ottawa,K2B7J7, ,2.02E+13
-77.08445873,45.82090036,274,127906642,9204,Pharmacy,RP,Rexall, , , ,1100 Pembroke Street East, , ,Pembroke,K8A6Y7, ,2.02E+13
-79.38118008,43.66537289,275,127906643,9205,Pharmacy,RP,Rexall #1974, , , ,63 Wellesley Street East, , ,Toronto,M4Y1G7, ,2.02E+13
-75.73974755,45.38631505,276,127906644,9206,Pharmacy,RP,Rexall #2006, , , ,1415 Carling Avenue, , ,Ottawa,K1Z7L6, ,2.02E+13
-75.64596562,45.37785865,278,127906646,9208,Pharmacy,RP,Rexall #2014, , , ,1725 Walkley Road,Unit C, ,Ottawa,K1V2P6, ,2.02E+13
-80.31669716,43.37405459,279,127906647,9209,Pharmacy,RP,Freshco Pharmacy, , , ,1 Hespeler Road, , ,Cambridge,N1R8L4, ,2.02E+13
-79.39960089,43.70726929,280,127906648,9210,Pharmacy,RP,Rexall #2055, , , ,2300 Yonge Street, , ,Toronto,M4P1E4, ,2.02E+13
-79.52850953,43.64945348,281,127906649,9211,Pharmacy,RP,Rexall #2063, , , ,4890 Dundas Street West, , ,Toronto,M9A1B5, ,2.02E+13
-79.62687486,43.60308867,282,127906650,9213,Pharmacy,RP,Rexall, , , ,377 Burnamthorpe Road East, , ,Mississauga,L5A3Y1, ,2.02E+13
-79.63560446,43.59114976,283,127906651,9214,Pharmacy,RP,Cura Pharmacy, , , ,265 Enfield Place,Unit R210, ,Mississauga,L5B3Y6, ,2.02E+13
-79.73372489,43.56030155,284,127906652,9215,Pharmacy,RP,Rexall #2080, , , ,3010 Thomas Street, , ,Mississauga,L5M0R4, ,2.02E+13
-79.75356888,43.36782032,285,127906653,9221,Pharmacy,RP,Rexall #2089, , , ,5061 New Street, , ,Burlington,L7L1V2, ,2.02E+13
-79.7784483,43.58378565,286,127906654,9224,Pharmacy,RP,Rexall #2100, , , ,3221 Derry Road,Unit 16, ,Mississauga,L5N7L7, ,2.02E+13
-79.7585191,43.59064536,287,127906655,9228,Pharmacy,RP,Maplewood Pharmacy, , , ,6700 Montevideo Road,Unit 6, ,Mississauga,L5N1V1, ,2.02E+13
-78.74788074,44.34551254,288,127906656,9230,Pharmacy,RP,Rexall Pharma Plus #2121, , , ,86 Angeline Street South, , ,Kawartha Lakes,K9V3L5, ,2.02E+13
-79.61941672,44.32774269,289,127906657,9233,Pharmacy,RP,Pharma Plus #2139, , , ,7975 Yonge Street,Postal Office Box 7047, ,Innisfil,L9S1A8, ,2.02E+13
-79.96197512,43.06213965,291,127906659,9236,Pharmacy,RP,Rexall, , , ,351 Argyle Street South, , ,Caledonia,N3W1K7, ,2.02E+13
-75.87776439,45.30237093,292,127906660,9237,Pharmacy,RP,Rexall #2204, , , ,300 Eagleson Road, , ,Ottawa,K2M1C9, ,2.02E+13
-79.35219478,43.67770859,293,127906661,9238,Pharmacy,RP,Hellenic Pharmacy, , , ,374 Danforth Avenue, , ,Toronto,M4K1N8, ,2.02E+13
-75.59186551,45.44797766,295,127906663,9241,Pharmacy,RP,Rexall #2212, , , ,2116 Montreal Road, , ,Ottawa,K1J6M7, ,2.02E+13
-76.0214627,44.89962195,296,127906664,9242,Pharmacy,RP,Rexall, , , ,2 Beckwith Street North, , ,Smiths Falls,K7A2B1, ,2.02E+13
-78.76019555,44.34854314,297,127906665,9243,Pharmacy,RP,Pharma Plus #2238, , , ,401 Kent Street West,Unit 57, ,Kawartha Lakes,K9V4Z1, ,2.02E+13
-79.7532771,43.69260678,298,127906666,9244,Pharmacy,RP,Pharma Center Pharmacy, , , ,164 Queen Street East,Unit 105, ,Brampton,L6V1B4, ,2.02E+13
-79.01638528,43.83144753,299,127906667,9247,Pharmacy,RP,Rexall #2246, , , ,955 Westney Road South,Unit 7, ,Ajax,L1S3K7, ,2.02E+13
-77.37148418,44.16166727,300,127906668,9248,Pharmacy,RP,Rexall Pharma Plus #2253, , , ,173 Dundas Street East, , ,Belleville,K8N1C9, ,2.02E+13
-77.14692569,44.00588925,301,127906669,9251,Pharmacy,RP,Pharma Plus #2261, , , ,97 Main Street West, , ,Prince Edward,K0K2T0, ,2.02E+13
-79.4420834,43.66765439,302,127906670,9252,Pharmacy,RP,Rexall #2287, , , ,1245 Dupont Street, , ,Toronto,M6H2A6, ,2.02E+13
-79.41832428,44.60906405,303,127906671,9254,Pharmacy,RP,Rexall Pharma Plus #2295, , , ,58 Mississauga Street East, , ,Orillia,L3V1V5, ,2.02E+13
-79.81549162,43.68369577,304,127906672,9255,Pharmacy,RP,Drug Store Pharmacy #4143, , , ,35 Worthington Avenue, , ,Brampton,L7A2Y7, ,2.02E+13
-79.59098229,44.10884466,305,127906673,9256,Pharmacy,RP,Rexall #2303, , , ,461 Holland Street West,Building 0, ,Bradford West Gwillimbury,L3Z0C1, ,2.02E+13
-80.94267507,44.56703627,306,127906674,9257,Pharmacy,RP,Pharma Plus #2311, , , ,963 Second Avenue East, , ,Owen Sound,N4K2H5, ,2.02E+13
-80.92759966,44.57017497,307,127906675,9258,Pharmacy,RP,Rexall Pharma Plus #2312, , , ,1507 9th Avenue East, , ,Owen Sound,N4K3E9, ,2.02E+13
-80.12008934,43.90225089,308,127906676,9259,Pharmacy,RP,Rexall, , , ,520 Riddell Road, , ,Orangeville,L9W5L1, ,2.02E+13
-79.55538285,43.82659241,309,127906677,9261,Pharmacy,RP,Rexall, , , ,3900 Rutherford Road, , ,Vaughan,L4H3G8, ,2.02E+13
-79.88598859,44.14696155,310,127906678,9262,Pharmacy,RP,Rexall, , , ,149 Young Street, , ,New Tecumseth,L9R2A9, ,2.02E+13
-79.58654775,43.60947727,311,127906679,9264,Pharmacy,RP,Rexall #2378, , , ,3100 Dixie Road, , ,Mississauga,L4Y2A0, ,2.02E+13
-75.67505153,45.38798285,312,127906680,9266,Pharmacy,RP,1355 Bank Street Pharmacy, , , ,1355 Bank Street, , ,Ottawa,K1H8K7, ,2.02E+13
-79.48699833,43.7507138,313,127906681,9269,Pharmacy,RP,Nam Pharmacy, , , ,3585 Keele Street,Unit 6, ,Toronto,M3J3H5, ,2.02E+13
-79.77205761,43.67612107,314,127906682,9270,Pharmacy,RP,Rexall, , , ,398 Queen Street West, , ,Brampton,L6X1B3, ,2.02E+13
-79.52053044,43.7694907,315,127906683,9272,Pharmacy,RP,Rexall #2394, , , ,4702 Jane Street, , ,Toronto,M3N2L3, ,2.02E+13
-79.835731,43.37400812,316,127906684,9273,Pharmacy,RP,Rexall, , , ,2400 Guelph Line, , ,Burlington,L7P4M7, ,2.02E+13
-79.11171945,43.06975289,317,127906685,9274,Pharmacy,RP,Pharmacare Pharmacy, , , ,7000 Mcleod Road,Unit 1, ,Niagara Falls,L2G7K3, ,2.02E+13
-79.65753456,43.47945234,318,127906686,9276,Pharmacy,RP,Rexall, , , ,523 Maple Grove Road, , ,Oakville,L6J4W3, ,2.02E+13
-79.71220477,43.39541372,319,127906687,9277,Pharmacy,RP,Rexall #2444, , , ,2441 Lakesshore Road West,Unit 100, ,Oakville,L6L1H6, ,2.02E+13
-79.20451478,43.1258905,320,127906688,9278,Pharmacy,RP,Rexall #2451, , , ,9 Pine Street North,Unit 1A, ,Thorold,L2V3Z9, ,2.02E+13
-80.55094414,43.4964275,321,127906689,9284,Pharmacy,RP,Rexall #2469, , , ,585 Weber Street, , ,Waterloo,N2V1V8, ,2.02E+13
-80.50973022,43.43930699,322,127906690,9285,Pharmacy,RP,Rexall #2477, , , ,324 Highland Road West, , ,Kitchener,N2M5G2, ,2.02E+13
-80.49182882,43.4894312,323,127906691,9286,Pharmacy,RP,Rexall, , , ,425 University Avenue East, , ,Waterloo,N2K4C9, ,2.02E+13
-79.4270751,43.70041069,324,127906692,9287,Pharmacy,RP,Rexall #3012, , , ,901 Eglinton Avenue West, , ,Toronto,M6C2C1, ,2.02E+13
-79.78698802,43.70675098,325,127906693,9288,Pharmacy,RP,Rexall, , , ,10035 Hurontario Street,"Unit  S, 13-15", ,Brampton,L6Z0E6, ,2.02E+13
-79.36714678,43.66177209,326,127906694,9290,Pharmacy,RP,Parliament Pharmacy, , , ,402 Parliament Street, , ,Toronto,M5A2Z7, ,2.02E+13
-76.50728591,44.23898732,327,127906695,9292,Pharmacy,RP,Medical Arts Pharmacy, , , ,800 Princess Street, , ,Kingston,K7L1E4, ,2.02E+13
-79.29064286,43.6896793,328,127906696,9293,Pharmacy,RP,Shoppers Drug Mart #862, , , ,3003 Danforth Avenue, , ,Toronto,M4C1M9, ,2.02E+13
-79.59417214,43.54356006,329,127906697,9294,Pharmacy,RP,Shoppers Drug Mart # 815, , , ,321 Lakeshore Road West, , ,Mississauga,L5H1G9, ,2.02E+13
-79.7216982,43.71546008,332,127906700,9300,Pharmacy,RP,Metro Pharmacy #595, , , ,25 Peel Centre Drive, , ,Brampton,L6T3R5, ,2.02E+13
-80.73764507,43.14622853,333,127906701,9301,Pharmacy,RP,Rexall #6901, , , ,379 Springbank Avenue North, , ,Woodstock,N4T1H3, ,2.02E+13
-81.32851203,48.47365407,335,127906703,9305,Pharmacy,RP,Rexall #6904, , , ,119 Pine Street South, , ,Timmins,P4N2K3, ,2.02E+13
-86.53449302,49.78099623,336,127906704,9307,Pharmacy,RP,Rexall #6905, , , ,101 King Street, , ,Longlac,P0T2A0, ,2.02E+13
-78.33924421,44.32930705,337,127906705,9311,Pharmacy,RP,Rexall #6910, , , ,1154 Chemong Road, , ,Peterborough,K9H7J6, ,2.02E+13
-78.3213049,44.29661545,338,127906706,9312,Pharmacy,RP,Rexall #6911, , , ,85 George Street North, , ,Peterborough,K9J3G3, ,2.02E+13
-79.87046589,44.15380635,339,127906707,9314,Pharmacy,RP,Windsor House Pharmacy, , , ,36 Victoria Street West,Unit 2, ,New Tecumseth,L9R1S8, ,2.02E+13
-80.74629857,43.13084713,340,127906708,9315,Pharmacy,RP,Rexall #6912, , , ,706 Dundas Street, , ,Woodstock,N4S1E7, ,2.02E+13
-82.42588322,49.41754244,341,127906709,9317,Pharmacy,RP,Rexall #6913, , , ,30 Circle Street, , ,Kapuskasing,P5N1T7, ,2.02E+13
-82.38675677,43.00413913,342,127906710,9318,Pharmacy,RP,Rexall #6914, , , ,697 Cathcart Boulevard, , ,Sarnia,N7V2N6, ,2.02E+13
-81.00488478,46.45153517,343,127906711,9319,Pharmacy,RP,Rexall #6915, , , ,2009 Long Lake Road, , ,Greater Sudbury,P3E6C3, ,2.02E+13
-79.53848143,43.59308457,345,127906713,9321,Pharmacy,RP,Rexall #6916, , , ,3701 Lakeshore Boulevard West, , ,Toronto,M8W1P8, ,2.02E+13
-81.09516879,44.29909361,346,127906714,9322,Pharmacy,RP,Rexall #6919, , , ,55 First Avenue South, , ,Chesley,N0G1L0, ,2.02E+13
-80.21810144,43.51374322,347,127906715,9324,Pharmacy,RP,Drugstore Pharmacy #531, , , ,160 Kortright Road West, , ,Guelph,N1G4W2, ,2.02E+13
-79.22088325,43.80928652,348,127906716,9325,Pharmacy,RP,Rexall #6921, , , ,1371 Neilson Road, , ,Toronto,M1B4Z8, ,2.02E+13
-79.25172248,42.98298577,349,127906717,9326,Pharmacy,RP,Rexall #6923, , , ,399 King Street, , ,Welland,L3B3K4, ,2.02E+13
-79.72662311,43.87208101,350,127906718,9327,Pharmacy,RP,Rexall #6924, , , ,405 Queen Street South, , ,Caledon,L7E2B5, ,2.02E+13
-82.64942071,46.38581778,351,127906719,9328,Pharmacy,RP,Rexall #6926, , , ,31 Nova Scotia Walk, , ,Elliot Lake,P5A1Y9, ,2.02E+13
-79.54934203,43.60999077,352,127906720,9331,Pharmacy,RP,Sav on Drug Mart, , , ,880 Browns Line, , ,Toronto,M8W3V7, ,2.02E+13
-80.93536486,46.49025588,353,127906721,9332,Pharmacy,RP,Rexall #6927, , , ,1975 Bancroft Drive, , ,Greater Sudbury,P3B1T1, ,2.02E+13
-86.94849025,49.7240366,354,127906722,9334,Pharmacy,RP,Rexall #6928, , , ,305 Main Street, , ,Geraldton,P0T1M0, ,2.02E+13
-79.12188334,44.09710798,355,127906723,9336,Pharmacy,RP,Rexall #6929, , , ,Elgin Park Drive,Unit C2, ,Uxbridge,L9P0B1, ,2.02E+13
-76.25290438,44.90615414,356,127906724,9337,Pharmacy,RP,Rexall #6932, , , ,39 Drummond Street West, , ,Perth,K7H2J9, ,2.02E+13
-79.22881425,43.86719343,357,127906725,9338,Pharmacy,RP,Rexall #6933, , , ,90 Copper Creek Drive, , ,Markham,L6B0P2, ,2.02E+13
-76.4857377,44.23846292,358,127906726,9340,Pharmacy,RP,Rexall #6934, , , ,240 Montreal Street, , ,Kingston,K7K3G8, ,2.02E+13
-88.26309415,49.01206851,359,127906727,9343,Pharmacy,RP,Rexall #6936, , , ,54 Front Street, , ,Nipigon,P0T2J0, ,2.02E+13
-80.96272058,46.52265559,360,127906728,9344,Pharmacy,RP,Rexall #6939, , , ,848 Lasalle Boulevard, , ,Greater Sudbury,P3A1X5, ,2.02E+13
-79.54571533,43.60192537,361,127906729,9345,Pharmacy,RP,Rexall #6941, , , ,440 Brown's Line, , ,Toronto,M8W3T9, ,2.02E+13
-79.35825998,43.67797819,362,127906730,9347,Pharmacy,RP,Rexall #6942, , , ,807 Broadview Avenue, , ,Toronto,M4K2P8, ,2.02E+13
-79.70956057,43.48090454,363,127906731,9352,Pharmacy,RP,Glenashton Pharmacy, , , ,333 Glenashton Drive,Unit 1, ,Oakville,L6H7P6, ,2.02E+13
-76.96320326,44.2593345,364,127906732,9353,Pharmacy,RP,Rexall #6945, , , ,470 Centre Street North, , ,Napanee,K7R1P8, ,2.02E+13
-79.79811028,43.23533649,365,127906733,9357,Pharmacy,RP,Rexall #6946, , , ,126 Queenston Road, , ,Hamilton,L8K1G4, ,2.02E+13
-76.36692726,45.42394853,366,127906734,9358,Pharmacy,RP,Rexall #6947, , , ,22 Baskin Drive East, , ,Arnprior,K7S3G8, ,2.02E+13
-76.57114023,44.21848681,367,127906735,9362,Pharmacy,RP,Reddendale Pharmacy, , , ,732 Front Road, , ,Kingston,K7M6P7, ,2.02E+13
-79.55489995,43.788877,425,127906794,2668,Pharmacy,RP,Drugstore Pharmacy #4069, , , ,3940 Highway 7,R.R. 2, ,Vaughan,L4L1A6, ,2.02E+13
-78.87042104,43.93726186,426,127906795,2672,Pharmacy,RP,North Oshawa Pharmacy, , , ,1400 Ritson Road North, , ,Oshawa,L1G7W4, ,2.02E+13
-78.75488245,44.35531374,427,127906796,2675,Pharmacy,RP,Kawartha Lakes Pharmacy, , , ,55 Angeline Street North,Unit 4A, ,Kawartha Lakes,K9V5B7, ,2.02E+13
-79.90860052,43.3156109,428,127906797,2676,Pharmacy,RP,Wal-Mart Pharmacy, , , ,90 Dundas Street East, , ,Hamilton,L9H0C2, ,2.02E+13
-79.75480951,43.77117979,429,127906798,2681,Pharmacy,RP,Father Tobin Pharmacy, , , ,105 Father Tobin Road, , ,Brampton,L6R0W9, ,2.02E+13
-75.78743796,45.34159104,430,127906799,2689,Pharmacy,RP,Baseline Pharmacy, , , ,2571 Baseline Road, , ,Ottawa,K2H7B3, ,2.02E+13
-79.4181416,43.66374099,431,127906800,2691,Pharmacy,RP,Bloor Park Pharmacy, , , ,728 Bloor Street West, , ,Toronto,M6G1L4, ,2.02E+13
-78.87895474,43.88944105,432,127906801,2704,Pharmacy,RP,Shopers Drug Mart #1290, , , ,419 King Street West,Unit 1130A, ,Oshawa,L1J2K5, ,2.02E+13
-79.36622349,43.77973531,433,127906802,2710,Pharmacy,RP,Leslie Medical Pharmacy, , , ,4800 Leslie Street,Unit 110, ,Toronto,M2J2K9, ,2.02E+13
-78.38177122,44.28660894,434,127906803,2714,Pharmacy,RP,Sherbrooke Heights Pharmacy, , , ,1625 Sherbrooke Street West,Unit 6, ,Peterborough,K9J6X4, ,2.02E+13
-79.80796769,43.36214431,435,127906804,2732,Pharmacy,RP,Smartmeds Pharmacy, , , ,1252 Northside Road, , ,Burlington,M7N1H6, ,2.02E+13
-81.25919661,42.94684117,436,127906805,2738,Pharmacy,RP,Care Plus Pharmacy Ida, , , ,100 Belmont Drive, , ,London,N6G3T4, ,2.02E+13
-79.29092537,43.86512413,437,127906806,2739,Pharmacy,RP,Markham Mews Pharmacy, , , ,4997 Highway 7 East, , ,Markham,L3R1N1, ,2.02E+13
-79.50140853,43.69710009,438,127906807,2742,Pharmacy,RP,Shoppers Drug Mart #869, , , ,1533 Jane Street, , ,Toronto,M9N2R2, ,2.02E+13
-79.50224322,43.60168607,439,127906808,2751,Pharmacy,RP,Shoppers Drug Mart #959, , , ,2850 Lakeshore Boulevard, , ,Toronto,M8V1J2, ,2.02E+13
-78.3331489,44.28131254,441,127906810,2758,Pharmacy,RP,Loblaw Pharmacy #2831, , , ,769 Borden Avenue, , ,Peterborough,K9J1Z2, ,2.02E+13
-77.35783538,44.16693357,442,127906811,2759,Pharmacy,RP,The Drugstore Pharmacy #4097, , , ,400 Dundas Street East, , ,Belleville,K8N1E8, ,2.02E+13
-79.68163197,47.50928351,443,127906812,2765,Pharmacy,RP,Findlay's Drugstore, , , ,247 Whitewood Avenue West, , ,Temiskaming Shores,P0J1P0, ,2.02E+13
-79.08023791,43.85756784,444,127906813,2774,Pharmacy,RP,Superseven Pharmacy, , , ,2200 Brock Road,Unit 15, ,Pickering,L1X2R2, ,2.02E+13
-80.20374237,42.78705449,445,127906814,2784,Pharmacy,RP,Dover Apothecary, , , ,328 Main Street, , ,Port Dover,N0A1N0, ,2.02E+13
-89.23456356,48.42818256,446,127906815,2794,Pharmacy,RP,Shoppers Drug Mart 1337, , , ,300 Memorial Avenue, , ,Thunder Bay,P7B3Y2, ,2.02E+13
-80.49785942,43.4511316,447,127906816,2798,Pharmacy,RP,The Tannery Pharmasave Phcy., , , ,121 Charles Street West, , ,Kitchener,N2G1H6, ,2.02E+13
-79.26531996,43.83317902,448,127906817,2806,Pharmacy,RP,Shoppers Drug Mart, , , ,5671 Ave East,Suite ELES, ,Toronto,M1V5P6, ,2.02E+13
-80.12589024,43.9136164,449,127906818,2811,Pharmacy,RP,Shoppers Drug Mart 1340, , , ,489 Broadway, , ,Orangeville,L9W0A4, ,2.02E+13
-79.48628505,44.06985915,450,127906819,2817,Pharmacy,RP,Loblaw Pharmacy, , , ,18120 Yonge Street, , ,Newmarket,L3Y8V1, ,2.02E+13
-79.5594659,44.31133599,451,127906820,2823,Pharmacy,RP,Sobeys Pharmacy #7258, , , ,2080 Jans Boulevard, , ,Innisfil,L9S2C3, ,2.02E+13
-79.81260218,43.2532844,452,127906821,2825,Pharmacy,RP,Metro Pharmacy #504, , , ,1161 Barton Street East, , ,Hamilton,L8H2V2, ,2.02E+13
-79.53159134,43.69201659,453,127906822,2826,Pharmacy,RP,Drugtown Pharmacy, , , ,1500 Royal York Road, , ,Toronto,M9P3B6, ,2.02E+13
-79.55744644,43.61520637,454,127906823,2828,Pharmacy,RP,Sherway Pharmasave, , , ,1750 The Queensway, , ,Toronto,M9C5H5, ,2.02E+13
-79.21872414,43.74405701,455,127906824,2830,Pharmacy,RP,Health Pharmacy, , , ,205 Markham Road,Unit 2, ,Toronto,M1J3C3, ,2.02E+13
-78.94322196,43.88194805,456,127906825,2836,Pharmacy,RP,Whitby Clinic Pharmacy, , , ,200 Brock Street North, , ,Whitby,L1N4H5, ,2.02E+13
-79.39362819,43.68603419,457,127906826,2838,Pharmacy,RP,Pharmasave Balmoral Chemists, , , ,1366 Yonge Street,Unit 100, ,Toronto,M4T3A7, ,2.02E+13
-79.69493495,44.35825469,458,127906827,2839,Pharmacy,RP,Drugstore Pharmacy #507, , , ,11 Bryne Drive, , ,Barrie,L4N8V8, ,2.02E+13
-79.71763928,43.58260296,460,127906829,2843,Pharmacy,RP,Shoppers Drug Mart  #1272, , , ,128 Queen Street South, , ,Mississauga,L5M1K8, ,2.02E+13
-79.413286,43.77593011,461,127906830,2849,Pharmacy,RP,Northtown Way Pharmacy, , , ,10 Northtown Way,Unit 114, ,Toronto,M2N7L4, ,2.02E+13
-79.26705025,43.7320312,462,127906831,2853,Pharmacy,RP,Health Smart Pharmacy, , , ,2425 Eglinton Avenue East,Unit 10, ,Toronto,M1K5G8, ,2.02E+13
-79.24960806,43.83653832,464,127906833,2858,Pharmacy,RP,Markham Discount Pharmacy, , , ,6055 Steeles Avenue East,"Unit 123, Suite ELES", ,Toronto,M1X0A7, ,2.02E+13
-80.45598891,44.56307299,465,127906834,2859,Pharmacy,RP,Thornbury Pharmacy, , , ,45 Arthur Street West, , ,The Blue Mountains,N0H2P0, ,2.02E+13
-79.23405719,43.16977941,466,127906835,2860,Pharmacy,RP,Niagara Street Remedy's Rx, , , ,140 Niagara Street,Unit 106, ,St. Catharines,L2R4L4, ,2.02E+13
-80.83635162,43.32053496,467,127906836,2861,Pharmacy,RP,Tavistock Pharmacy, , , ,17 Woodstock Street South, , ,Tavistock,N0B2R0, ,2.02E+13
-79.70529866,43.39984743,468,127906837,2868,Pharmacy,RP,Osr Pharmacy, , , ,2220 Lakeshore Road West, , ,Oakville,L6L5G5, ,2.02E+13
-79.46252202,43.80772761,469,127906838,2872,Pharmacy,RP,Centre Street Pharmacy, , , ,1137 Centre Street,Unit H302, ,Vaughan,L4J3M6, ,2.02E+13
-79.38175778,43.64680638,470,127906839,2875,Pharmacy,RP,Shoppers Drug Mart 997, , , ,66 Wellington Street West,Unit 10, ,Toronto,M5K1A1, ,2.02E+13
