,name,street,city,postal,X,Y,province,date,link
126,Delta Prescription Clinic,Suite 101- 8425 - 120th Street,Delta,V4C 6R2,49.1563988,-122.8908502,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
127,Family Care Pharmacy #2,8925 120th Street,Delta,V4C 6R6,49.165694,-122.890837,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
128,Guardian Sunstone Pharmacy,10771 Delsom Crescent,Delta,V4C 0A5,49.1553639,-122.925489,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
129,Harvest Drive Pharmacy,Suite 100 - 4515 Harvest Drive,Delta,V4K 4L1,49.0850839,-123.06458,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
130,Loblaw Pharmacy #1554,8195 - 120th Street,Delta,V4C 6P7,49.1512992,-122.8921271,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
131,London Drugs #37-Ladner,5237 Ladner Trunk Road,Delta,V4K 1W4,49.0903272,-123.0789512,British Columbia,2021-04-11T16:14:05.920Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
132,Marks Pharmacy,#101 - 8035 - 120th Street,Delta,V4C 6P8,49.1488785,-122.8907578,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
133,Naz's Pharmacy #3,105-9385 120 Street,Delta,V4C 0B5,49.1737563,-122.8907002,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
134,Pacific Pharmacy #2,11944 88 Avenue,Delta,V4C 3C8,49.1623101,-122.8919781,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
135,Pharmasave #151,11198 - 84th Avenue,Delta,V4C 2L7,49.154962,-122.912753,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
136,Safeway Pharmacy #4903,6401 - 120th Street,Delta,V4E 3G3,49.119871,-122.8924574,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
137,Save-On-Foods Pharmacy #936 - Ladner,5186 48th Avenue,Delta,V4K 1W3,49.0888632,-123.0793404,British Columbia,2021-04-11T16:14:05.921Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
138,Save-on-Foods Pharmacy #943 - Tsawwassen,1143 56th Street,Delta,V4L 2A2,49.0231621,-123.0701933,British Columbia,2021-04-11T16:14:05.922Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
139,Save-On-Foods Pharmacy #963 - North Delta,7015 120th Street,Delta,V4E 2A9,49.1306959,-122.8929099,British Columbia,2021-04-11T16:14:05.922Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
140,Shoppers Drug Mart #0211,1215C - 56th Street,Delta,V4L 2A6,49.0253308,-123.0697743,British Columbia,2021-04-11T16:14:05.922Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
141,The Medicine Shoppe Pharmacy #367,#4 - 1363 56th Street,Delta,V4L 2P7,49.0276909,-123.0699965,British Columbia,2021-04-11T16:14:05.922Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
142,Tsawwassen Pharmacy,Suite 104 - 1077 - 56th Street,Delta,V4L 2A2,49.0224257,-123.0693517,British Columbia,2021-04-11T16:14:05.922Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
143,Viva Med Pharmacy,Unit 120 - 6345 120 Street,Delta,V4E 2A6,49.1183146,-122.8911167,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
144,Wellcare RX,107 - 7445 120 Street,Delta,V4C 0B3,49.1385316,-122.8906991,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
145,Wescana Pharmacy #3,#103 - 6935 120th Street,Delta,V4E 2A8,49.1290416,-122.8906418,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
146,Pharmasave Health Centre #007,#101 - 23148 96th Avenue,Fort Langley,V1M 2S3,49.1689466,-122.5817758,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
147,Howe Sound Pharmacy,#208 - 1100 Sunshine Coast Hwy,Gibsons,V0N 1V7,49.408448,-123.5306462,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
148,London Drugs #61-Gibsons,#1-900Way Gibsons,Gibsons,V0N 1V7,49.4084238,-123.5306455,British Columbia,2021-04-11T16:14:05.923Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
149,Fraser Canyon Pharmacy,308 Wallace St.,Hope,V0X 1L0,49.3794873,-121.4412425,British Columbia,2021-04-11T16:14:05.924Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
150,Pharmasave #198,235 Wallace St.,Hope,V0X 1L0,49.3789487,-121.4434898,British Columbia,2021-04-11T16:14:05.924Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
151,Brookswood Remedy's Rx Pharmacy #2,#105 - 4061 200th Street,Langley,V3A 1K8,49.0761792,-122.6700072,British Columbia,2021-04-11T16:14:05.925Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
152,Costco Pharmacy #259,20499 - 64th Avenue,Langley,V2Y 1N5,49.1200142,-122.6550962,British Columbia,2021-04-11T16:14:05.925Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
153,Family Care Pharmacy #4,#101-5581 204th Street,Langley,V3A 1Z4,49.1042918,-122.6567156,British Columbia,2021-04-11T16:14:05.925Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
154,Fraser Medicine Centre Pharmacy,20200 Fraser Highway,Langley,V3A 4E6,49.106025,-122.6627242,British Columbia,2021-04-11T16:14:05.925Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
155,Happy Face Pharmacy,7- 8590 200 Street,Langley,V2Y 2B9,49.1584963,-122.6667112,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
156,Langley Pharmacy (Langley IDA Pharmacy),#101 - 5568 206 Street,Langley,V3A 7T1,49.1044778,-122.6504255,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
157,Loblaw Pharmacy #1561,19851 Willowbrook Drive,Langley,V2Y 1A7,49.1183646,-122.6731,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
158,Medicine Shoppe #361,Unit #121 - 20353 64th Avenue,Langley,V2Y 1N5,49.119394,-122.6591392,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
159,Nature's Compounding Pharmacy,#102 - 9103 Glover Road,Langley,V1M 0E8,49.1682393,-122.5804716,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
160,Pharmachoice Walnut Grove Pharmacy,#150 - 20330 88th Avenue,Langley,V1M 2Y4,49.1622165,-122.6589425,British Columbia,2021-04-11T16:14:05.926Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
161,Pharmasave Health Centre #003,#7 - 8948 - 202nd Street,Langley,V1M 4A7,49.1655203,-122.6611899,British Columbia,2021-04-11T16:14:05.927Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
162,Pharmasave Health Centre #012 - Langley City,#101 - 20644 Fraser Hwy,Langley,V3A 4G5,49.1032084,-122.6506011,British Columbia,2021-04-11T16:14:05.927Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
163,Pharmasave Health Centre #098,#3 - 22323 48th Avenue,Langley,V3A 3N4,49.0900049,-122.6062149,British Columbia,2021-04-11T16:14:05.927Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
164,Pharmasave Willowbrook #1017,10055 Willowbrook Drive,Langley,V2Y 2T5,49.1161321,-122.6787513,British Columbia,2021-04-11T16:14:05.927Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
165,RX PharmaChoice Pharmacy,#503 - 22259 48 Avenue,Langley,V3A 8T1,49.0902576,-122.6079142,British Columbia,2021-04-11T16:14:05.928Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
166,Save-on-Foods Pharmacy #2242 - Langley,20151 Fraser Highway,Langley,V3A 4E4,49.1072944,-122.6626291,British Columbia,2021-04-11T16:14:05.928Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
167,Save-On-Foods Pharmacy #984 - Walnut Grove,8840 210th Street,Langley,V1M 2Y2,49.1628391,-122.6364741,British Columbia,2021-04-11T16:14:05.928Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
168,Save-On-Foods Pharmacy #992 - Willoughby,#1 - 20255 64th Avenue,Langley,V2Y 1M9,49.119681,-122.6629037,British Columbia,2021-04-11T16:14:05.929Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
169,Shoppers Drug Mart #0255,Unit 205 - 6339 200th Street,Langley,V2Y 1A2,49.1186282,-122.6702652,British Columbia,2021-04-11T16:14:05.929Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
170,Shoppers Drug Mart #0258,#100 - 22196 50 Avenue,Langley,V2Y 2V4,49.0927073,-122.6078462,British Columbia,2021-04-11T16:14:05.931Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
171,Shoppers Drug Mart #2205,20159 - 88 Ave,Langley,V1M 0A4,49.1657277,-122.6647159,British Columbia,2021-04-11T16:14:05.931Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
172,Valley Evergreen Pharmacy,20577 Douglas Crescent,Langley,V3A 4B6,49.1028949,-122.652189,British Columbia,2021-04-11T16:14:05.931Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
173,Wellness Pharmacy #2,#100 - 22314 Fraser Hwy.,Langley,V3A 8M6,49.0907076,-122.6061958,British Columbia,2021-04-11T16:14:05.931Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
174,Willowbrook Pharmacy,#158B - 19653 Willowbrook Drive,Langley,V2Y 1A5,49.1156477,-122.6795734,British Columbia,2021-04-11T16:14:05.932Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
175,Alouette Pharmacy,8 - 11937 227 Street,Maple Ridge,V2X 6J4,49.2193485,-122.5941769,British Columbia,2021-04-11T16:14:05.932Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
176,Haney Pharmacy,Suite D - 22195 Dewdney Trunk Road,Maple Ridge,V2X 3H7,49.2206717,-122.6074375,British Columbia,2021-04-11T16:14:05.932Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
177,Loblaw Pharmacy #4980,22427 Dewdney Trunk Road,Maple Ridge,V2X 7X7,49.2204932,-122.6010598,British Columbia,2021-04-11T16:14:05.933Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
178,London Drugs #47-Maple Ridge,#101 - 22709 Lougheed Highway,Maple Ridge,V2X 2V5,49.2175433,-122.5922924,British Columbia,2021-04-11T16:14:05.933Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
179,Maple Meadows Pharmacy,102 - 11893 227 Street,Maple Ridge,V2X 6H9,49.2185002,-122.5944083,British Columbia,2021-04-11T16:14:05.933Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
180,Maple Ridge IDA Pharmacy,22353 Lougheed Hwy,Maple Ridge,V2X 2T3,49.2169768,-122.6029028,British Columbia,2021-04-11T16:14:05.933Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
181,Medlandia Compounding Pharmacy,#100 - 20528 Lougheed Highway,Maple Ridge,V2X 2P8,49.2181171,-122.6524421,British Columbia,2021-04-11T16:14:05.934Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
182,Pharmasave #96,101 - 12005 - 238B Street,Maple Ridge,V4R 1W1,49.2205513,-122.5615404,British Columbia,2021-04-11T16:14:05.934Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
183,Save-On-Foods Pharmacy #928 - W. Maple Ridge,Suite 300 - 20395 Lougheed Highway,Maple Ridge,V2X 2P9,49.219603,-122.6557214,British Columbia,2021-04-11T16:14:05.934Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
184,Save-On-Foods Pharmacy #935 - E. Maple Ridge,22703 Lougheed Highway,Maple Ridge,V2X 2V5,49.2181157,-122.591715,British Columbia,2021-04-11T16:14:05.934Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
185,Shoppers Drug Mart #2134,11939 - 240th Street,Maple Ridge,V4R 1M7,49.218845,-122.557873,British Columbia,2021-04-11T16:14:05.935Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
186,Shoppers Drug Mart #2204,#130 - 20395 Lougheed Highway,Maple Ridge,V2X 2P9,49.219603,-122.6557214,British Columbia,2021-04-11T16:14:05.935Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
187,Shoppers Drug Mart #2207,Suite 102 - 22441 Dewdney Trunk Road,Maple Ridge,V2X 7X7,49.2211791,-122.6004525,British Columbia,2021-04-11T16:14:05.935Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
188,Heritage Park Pharmacy,Unit B150 - 7871 Slave Lake Street,Mission,V2V 0C5,49.1453072,-122.2918041,British Columbia,2021-04-11T16:14:05.935Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
189,Loblaw Pharmacy #1559,32136 Lougheed Hwy.,Mission,V2V 1A4,49.1311698,-122.3336724,British Columbia,2021-04-11T16:14:05.935Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
190,London Drugs #55-Mission,#200 - 32555 London Avenue,Mission,V2V 6M7,49.1292974,-122.3204483,British Columbia,2021-04-11T16:14:05.936Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
191,Pharmasave #006,#110 - 7343 Hurd Street,Mission,V2V 3H7,49.1356501,-122.3330125,British Columbia,2021-04-11T16:14:05.936Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
192,Rexall #7161,110 - 32471 Lougheed Highway,Mission,V2V 0C8,49.1335595,-122.325623,British Columbia,2021-04-11T16:14:05.936Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
193,Shoppers Drug Mart #2208,#206 - 32530 Lougheed Highway,Mission,V2V 1A5,49.1323868,-122.3225427,British Columbia,2021-04-11T16:14:05.936Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
194,Silvermere Pharmacy,105 - 32423 Lougheed Hwy,Mission,V2V 7B8,49.1329916,-122.3248597,British Columbia,2021-04-11T16:14:05.937Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
195,Imperial Pharmacy #2,981 Carnarvon Street,New Westminster,V3M 1G2,49.2009188,-122.9150448,British Columbia,2021-04-11T16:14:05.937Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
196,Indigo Pharmacy,447 East Columbia Street,New Westminster,V3L 3X4,49.230065,-122.8930894,British Columbia,2021-04-11T16:14:05.937Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
197,Longevity Compounding Pharmacy,711 Columbia Street,New Westminster,V3M 1B1,49.2021217,-122.9102769,British Columbia,2021-04-11T16:14:05.937Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
198,Pharmasave #275,130 - 1005 Columbia Street,New Westminster,V3M 6H5,49.2064872,-122.9015165,British Columbia,2021-04-11T16:14:05.938Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
199,Shoppers Drug Mart #0279,141 - 610 6th Street,New Westminster,V3L 3C2,49.2126169,-122.9216187,British Columbia,2021-04-11T16:14:05.938Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
200,Shoppers Drug Mart #2243,Unit 1 - 811 Columbia Street,New Westminster,V3M 1B9,49.2009394,-122.9124754,British Columbia,2021-04-11T16:14:05.938Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
201,Ultracare Guardian Pharmacy #2,424 Columbia Street,New Westminster,V3L 1B1,49.2041178,-122.9057994,British Columbia,2021-04-11T16:14:05.938Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
202,Wal-Mart Pharmacy #1192,610 Sixth Street,New Westminster,V3L 3C2,49.2125321,-122.9225433,British Columbia,2021-04-11T16:14:05.939Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
203,West End Medicine Centre,2004 - 8th Avenue,New Westminster,V3M 2T5,49.2025783,-122.9484023,British Columbia,2021-04-11T16:14:05.939Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
204,Central Lonsdale Pharmacy,1562 Lonsdale Avenue,North Vancouver,V7M 2J3,49.3230375,-123.0719576,British Columbia,2021-04-11T16:14:05.939Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
205,Davies Prescriptions - St. Georges,1401 St. Georges Avenue,North Vancouver,V7L 3J3,49.3211689,-123.0694227,British Columbia,2021-04-11T16:14:05.939Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
206,Healthrx Pharmacy,#100-135 15th Street East,North Vancouver,V7L 2P7,49.3218635,-123.0708757,British Columbia,2021-04-11T16:14:05.940Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
207,Loblaw Pharmacy #1560,333 Seymour Blvd.,North Vancouver,V7J 2J4,49.3105704,-123.0233114,British Columbia,2021-04-11T16:14:05.940Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
208,London Drugs #05-North Vancouver,2032 Lonsdale Avenue,North Vancouver,V7M 2K5,49.3277269,-123.0712681,British Columbia,2021-04-11T16:14:05.940Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
209,Miracle Prescriptons Remedy's Rx,1268 Marine Drive,North Vancouver,V7P 1T2,49.3250812,-123.1100499,British Columbia,2021-04-11T16:14:05.941Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
210,North West Marine Pharmacy,1877 Marine Drive,North Vancouver,V7P 1V5,49.3238192,-123.1194478,British Columbia,2021-04-11T16:14:05.941Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
211,Northshore Drugstore,113 West 16th Street,North Vancouver,V7M 1T3,49.3229373,-123.0732807,British Columbia,2021-04-11T16:14:05.941Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
212,Northview Pharmacy,#120 - 1100 Lonsdale Avenue,North Vancouver,V7M 2H3,49.3180465,-123.0721508,British Columbia,2021-04-11T16:14:05.942Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
213,Pharmachoice #9057,102 - 1200 Londsale Avenue,North Vancouver,V7M 3H6,49.3192484,-123.0720309,British Columbia,2021-04-11T16:14:05.942Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
214,Pharmalife Pharmacy,60 - 935 Marine Drive,North Vancouver,V7P 1S3,49.3221122,-123.0997539,British Columbia,2021-04-11T16:14:05.942Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
215,Pharmasave #081,#302 - 1150 Marine Drive,North Vancouver,V7P 1S8,49.324095,-123.1060973,British Columbia,2021-04-11T16:14:05.942Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
216,Pharmasave Edgemont #107,3233 Connaught Crescent,North Vancouver,V7R 2V7,49.3385649,-123.1027101,British Columbia,2021-04-11T16:14:05.943Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
217,Pharmasave Lions Gate,152 13th St E,North Vancouver,V7L 4W8,49.3200876,-123.0700188,British Columbia,2021-04-11T16:14:05.943Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
218,Pure Integrative Pharmacy #19,#103 - 3053 Edgemont Blvd,North Vancouver,V7R 2N5,49.3369166,-123.1015831,British Columbia,2021-04-11T16:14:05.943Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
219,Safemed Pharmacy,852 Marine Drive,North Vancouver,V7P 1M5,49.3219748,-123.0964446,British Columbia,2021-04-11T16:14:05.943Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
220,Safeway Pharmacy #4905,#780 - 2601 Westview Drive,North Vancouver,V7N 3X4,49.3328782,-123.0906168,British Columbia,2021-04-11T16:14:05.945Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
221,Save-on-Foods Pharmacy #2249 - Capilano,140 - 879 Marine Drive,North Vancouver,V7P 1R7,49.3205202,-123.0921052,British Columbia,2021-04-11T16:14:05.945Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
222,Save-On-Foods Pharmacy #2289,#106 - 2770 Valley Centre Avenue,North Vancouver,V7J 0C8,49.3341775,-123.040649,British Columbia,2021-04-11T16:14:05.945Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
223,Save-On-Foods Pharmacy #999 - North Vancouver,1250 Marine Drive,North Vancouver,V7P 1T2,49.3247873,-123.1090773,British Columbia,2021-04-11T16:14:05.945Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
224,Shoppers Drug Mart #2225,110 - 879 Marine Drive,North Vancouver,V7P 1R7,49.3209675,-123.0971685,British Columbia,2021-04-11T16:14:05.946Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
225,St. Georges Pharmacy,1309 St. Georges Ave,North Vancouver,V7L 3J2,49.3202604,-123.0694574,British Columbia,2021-04-11T16:14:05.946Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
226,Wellness Pharmacy No. 6,#100-1133 Lonsdale Avenue,North Vancouver,V7M 2H4,49.31855,-123.0727528,British Columbia,2021-04-11T16:14:05.946Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
227,Best Care Pharmacy,#101 - 12181 Harris Road,Pitt Meadows,V3Y 2E9,49.2240524,-122.6903103,British Columbia,2021-04-11T16:14:05.946Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
228,Loblaw Pharmacy #1555,#201 - 19800 Lougheed Highway,Pitt Meadows,V3Y 2W1,49.2258228,-122.6762111,British Columbia,2021-04-11T16:14:05.947Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
229,Meadows Pharmacy,12161 Harris Road,Pitt Meadows,V3Y 2E9,49.2236962,-122.6896349,British Columbia,2021-04-11T16:14:05.947Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
230,Pharmasave Health Centre #005,105 - 19070 Lougheed Hwy,Pitt Meadows,V3Y 2M6,49.231673,-122.6928975,British Columbia,2021-04-11T16:14:05.948Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
231,Pharmasave Health Centre #1005,2 - 19126 Ford Road,Pitt Meadows,V3Y 2P1,49.2223005,-122.69207,British Columbia,2021-04-11T16:14:05.948Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
