name,street,city,province,postal,Public Health Unit,X,Y,date
Exeter Guardian Pharmacy,"44 Thames Road East, Unit 38",Exeter,Ontario,N0M 1S3,Huron Perth Health Unit,43.3625826,-81.4825624,2021-10-26
Extra Mile Pharmacy,"2980 Crosscurrent Drive, Unit 6",Mississauga,Ontario,L5N 7C7,Peel Public Health,43.5946885,-79.7790956,2021-10-27
Fairway Lackner Pharmacy,"900 Fairway Crescent, Unit 5",Kitchener,Ontario,N2A 0A1,"Region of Waterloo, Public Health",43.4425165,-80.4149604,2021-10-28
Fallowfield Pharmacy,"3500 Fallowfield Road, Unit 1B",Ottawa,Ontario,K2J 4A7,Ottawa Public Health,45.2930282,-75.7423543,2021-10-29
Falls Pharmacy,6635 Drummond Road,Niagara Falls,Ontario,L2G 4N4,Niagara Region Public Health Department,43.079038,-79.097672,2021-10-30
Family Drug Mart,"9 Borealis Avenue, Unit 5",Aurora,Ontario,L4G 0R5,York Region Public Health Services,44.0123574,-79.4448283,2021-10-31
Family Health Pharmacy Pelham,"130 Hwy 20, Unit A6",Fonthill,Ontario,L0S 1E6,Niagara Region Public Health Department,43.0478584,-79.2745484,2021-11-01
Father Tobin Pharmacy,105 Father Tobin Road,Brampton,Ontario,L6R 0W9,Peel Public Health,43.7711798,-79.7548095,2021-11-02
Fenelon Falls Pharmacy,53 Colborne Street,Fenelon Falls,Ontario,K0M 1N0,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.5376175,-78.7361745,2021-11-03
Findlay's Drugstore,247 Whitewood Avenue,New Liskeard,Ontario,P0J 1P0,,47.5092835,-79.681632,2021-11-04
First Ave Pharmacy,"24 First Avenue, Unit 4",St Thomas,Ontario,N5R 4M5,Southwestern Public Health,42.7756458,-81.1751632,2021-11-05
First Place Pharmacy,"350 King Street East, Unit 117",Hamilton,Ontario,L8N 3Y3,Hamilton Public Health Services,43.2531598,-79.8587006,2021-11-06
Focus Drug Mart,3000 Highway 7 East,Markham,Ontario,L3R 6E1,York Region Public Health Services,43.8505814,-79.3577321,2021-11-07
Food Basics Pharmacy,280 Harwood Avenue South,Ajax,Ontario,L1S 2J1,Durham Region Health Department,43.845992,-79.021327,2021-11-08
Food Basics Pharmacy,751 Upper James Street,Hamilton,Ontario,L9C 3A1,Hamilton Public Health Services,43.2298044,-79.8792324,2021-11-09
Food Basics Pharmacy,370 Highland Road West,Kitchener,Ontario,N2M 3C7,"Region of Waterloo, Public Health",43.4381934,-80.511545,2021-11-10
Food Basics Pharmacy,655 Fairway Road South,Kitchener,Ontario,N2C 1X4,"Region of Waterloo, Public Health",43.4195122,-80.4497751,2021-11-11
Food Basics Pharmacy,1405 Ottawa Street North,Kitchener,Ontario,N2A 1H3,"Region of Waterloo, Public Health",43.4566873,-80.4317775,2021-11-12
Food Basics Pharmacy,3770 Montrose Road,Niagara Falls,Ontario,L2H 3K3,Niagara Region Public Health Department,43.1184291,-79.1231002,2021-11-13
Food Basics Pharmacy,1070 Major Mackenzie Drive East,Richmond Hill,Ontario,L4S 1P3,York Region Public Health Services,43.8773402,-79.4084341,2021-11-14
Food Basics Pharmacy,1571 Sandhurst Circle,Scarborough,Ontario,M1V 1V2,Toronto Public Health,43.8092547,-79.2696046,2021-11-15
Forest Hill Pharmacy,"491 Eglinton Avenue West, Unit 102",Toronto,Ontario,M5N 1A8,Toronto Public Health,43.7034249,-79.4128462,2021-11-16
Forest Pharmacy,19 King Street West,Forest,Ontario,N0N 1J0,Lambton Health Unit,43.0969862,-82.001092,2021-11-17
Fortinos,330 Queens Plate Drive,Etobicoke,Ontario,M9W 7J7,Toronto Public Health,43.7217584,-79.5961609,2021-11-18
Frederick Mall Pharmacy,"385 Frederick Street, Unit 15",Kitchener,Ontario,N2H 2P2,"Region of Waterloo, Public Health",43.4570249,-80.4726292,2021-11-19
Freshco,3998 Cottrelle Boulevard,Brampton,Ontario,L6P 2R1,Peel Public Health,43.7855394,-79.6596981,2021-11-20
FreshCo Pharmacy,525 Ninth Street East,Cornwall,Ontario,K6H 0A3,Eastern Ontario Health Unit,45.0327538,-74.7228175,2021-11-21
Freshco Pharmacy,9580 McCowan Road,Markham,Ontario,L3P 3J3,York Region Public Health Services,43.8927042,-79.293194,2021-11-22
Freshco Pharmacy,1430 Major Mackenzie Drive East,Richmond Hill,Ontario,L4S 0A1,York Region Public Health Services,43.8807518,-79.3952995,2021-11-23
FreshCo Pharmacy,3737 Major Mackenzie Drive,Woodbridge,Ontario,L4H 0A2,York Region Public Health Services,43.8447407,-79.5590708,2021-11-24
FreshCo Pharmacy #7265,800 Steeles Avenue West,Thornhill,Ontario,L4J 7L2,York Region Public Health Services,43.7929882,-79.4475336,2021-11-25
FreshCo Pharmacy Gerrard & Victoria,2490 Gerrard Street East,Scarborough,Ontario,M1N 1W8,Toronto Public Health,43.6878079,-79.2848414,2021-11-26
FreshCo Pharmacy Lawrence/Midland,2650 Lawrence Avenue East,Scarborough,Ontario,M1P 2S1,Toronto Public Health,43.752733,-79.264041,2021-11-27
FreshCo Pharmacy Princess,2327 Princess Street,Kingston,Ontario,K7M 3G1,"Kingston, Frontenac and Lennox & Addington Health Unit",44.257184,-76.549969,2021-11-28
Friendly Care West King Pharmacy,2077 Weston Road,Toronto,Ontario,M9N 1X7,Toronto Public Health,43.7022155,-79.5224508,2021-11-29
Frontenac Medical Pharmacy,789 Princess Street,Kingston,Ontario,K7L 1E9,"Kingston, Frontenac and Lennox & Addington Health Unit",44.239413,-76.5067772,2021-11-30
Galleria Pharmacy,"7040 Yonge Street, Unit E1",Thornhill,Ontario,L4J 1V7,,43.7990508,-79.420471,2021-12-01
Gardiner's Pharmasave,500 Gardiners Road,Kingston,Ontario,K7M 7W9,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2353007,-76.5669322,2021-12-02
Gateway Medical Plex Pharmacy,25 Gateway Boulevard,Brampton,Ontario,L6T 0H8,Peel Public Health,43.7380002,-79.7014435,2021-12-03
Georgetown Pharmacy,"118 Mill Street, Unit 101",Georgetown,Ontario,L7G 2C5,Halton Region Health Department,43.6492247,-79.9266377,2021-12-04
Glebe Apothecary,778 Bank Street,Ottawa,Ontario,K1S 3V6,Ottawa Public Health,45.403274,-75.6888649,2021-12-05
Glen Cade Pharmacy,290 The West Mall,Etobicoke,Ontario,M9C 1C6,Toronto Public Health,43.6348382,-79.5627147,2021-12-06
Glen Park Pharmacy,2920 Dufferin Street,Toronto,Ontario,M6B 3S8,,43.7085848,-79.4539933,2021-12-07
Golden Lake Pharmasave,11188 Highway 60,Golden Lake,Ontario,K0J 1X0,Renfrew County and District Health Unit,45.5808302,-77.2440543,2021-12-08
Good Health Pharmasave,"4188 Spratt Road, Unit 2",Gloucester,Ontario,K1V 0Z6,Ottawa Public Health,45.2831139,-75.6863032,2021-12-09
Gordon Pharmasave,767 Queen Street,Kincardine,Ontario,N2Z 2Z4,Grey-Bruce Health Unit,44.1762894,-81.635488,2021-12-10
Gordon Pharmasave Pharmacy,1515 Gordon Street,Guelph,Ontario,N1G 1X3,Wellington-Dufferin-Guelph Health Unit,43.5086066,-80.1960934,2021-12-11
Gore Pharmacy IDA,"4515 Ebenezer Road, Suite 110",Brampton,Ontario,L6P 2K7,Peel Public Health,43.7723278,-79.6620749,2021-12-12
Grand Park Pharmacy,"719 Central Parkway West, Unit 207",Mississauga,Ontario,L5B 4L1,Peel Public Health,43.5770557,-79.6455893,2021-12-13
Gravenhurst IDA Pharmacy,180 Brock Street,Gravenhurst,Ontario,P1P 1X2,Simcoe Muskoka District Health Unit,44.9203359,-79.3729423,2021-12-14
Great North Pharmacy,"155 Mostar Street, Unit 4",Stouffville,Ontario,L4A 0Y2,,43.9638294,-79.2628962,2021-12-15
Green Bay Pharmacy & Medical Centre,"3015 Winston Churchill Boulevard, Unit 101A",Mississauga,Ontario,L5L 2V8,Peel Public Health,43.524095,-79.6823651,2021-12-16
Green Pharmacy,620A Bloor Street West,Toronto,Ontario,M6G 1K7,Toronto Public Health,43.6646663,-79.4141443,2021-12-17
Greenbank Hunt Club Pharmacy,250 Greenbank Road,Ottawa,Ontario,K2H 8X4,Ottawa Public Health,45.3244028,-75.7795626,2021-12-18
Greendale Drugs,152 Carlton Street,Toronto,Ontario,M5A 2K1,Toronto Public Health,43.6630098,-79.3745838,2021-12-19
Harrowsmith Pharmacy,"4937 Highway 38, Unit 2",Harrowsmith,Ontario,K0H 1V0,"Kingston, Frontenac and Lennox & Addington Health Unit",44.4051781,-76.6659673,2021-12-20
Hausers Pharmacy,140 Broad Street East,Dunnville,Ontario,N1A 1E9,Haldimand-Norfolk Health Unit,42.9034578,-79.6174205,2021-12-21
Hazeldean Pharmacy,6150 Hazeldean Road,Stittsville,Ontario,K2S 1B9,Ottawa Public Health,45.270612,-75.9338902,2021-12-22
Healing Arts Pharmacy,"170 The Donway West, Unit 113",Toronto,Ontario,M3C 2J2,,43.7354112,-79.3480078,2021-12-23
Healing Source Pharmacy,2209 Bloor Street West,Toronto,Ontario,M6S 1N5,Toronto Public Health,43.6510068,-79.4757716,2021-12-24
Health Centre Pharmacy,1450 Highway 2,Courtice,Ontario,L1E 3C3,Durham Region Health Department,43.9074265,-78.8076018,2021-12-25
Health Centre Pharmacy,230 First Avenue,St. Thomas,Ontario,N5R 4P5,Southwestern Public Health,42.7627982,-81.1760418,2021-12-26
Health Check Pharmacy Pharmasave,2826A Markham Road,Scarborough,Ontario,M1X 1E6,,43.8229959,-79.2485509,2021-12-27
Health Corner Pharmacy,"2167 Victoria Park Avenue, Unit 3",Scarborough,Ontario,M1R 1V5,,43.758913,-79.3150402,2021-12-28
Health-Rite Pharmacy,75 Bayly Street West,Ajax,Ontario,L1S 7K7,Durham Region Health Department,43.8426245,-79.0212132,2021-12-29
HealthMax Pharmacy,"366 Bunting Road, Unit 1",St. Catharines,Ontario,L2M 3Y6,Niagara Region Public Health Department,43.185202,-79.2077514,2021-12-30
Healthpoint Pharmacy and Clinic,7034 Tecumseh Road,Stoney Point,Ontario,N0R 1N0,Windsor-Essex County Health Unit,42.3049209,-82.5476026,2021-12-31
HealthSmart Pharmasave,"2425 Eglinton Avenue East, Unit 10",Scarborough,Ontario,M1K 5G8,Toronto Public Health,43.7320812,-79.2672493,2022-01-01
Heritage Hills Pharmacy,"4646 Heritage Hills Boulevard, Unit 9-10",Mississauga,Ontario,L5R 1Y4,Peel Public Health,43.5985631,-79.6606921,2022-01-02
Hespeler Pharmacy,"100 Jamieson Parkway, Unit 13",Cambridge,Ontario,N3C 4B3,"Region of Waterloo, Public Health",43.4175128,-80.3090465,2022-01-03
High Park Pharmacy,1938 Bloor Street West,Toronto,Ontario,M6P 3K8,Toronto Public Health,43.6533747,-79.4667907,2022-01-04
High St. Guardian Pharmacy,"815 High Street, Unit 9",Peterborough,Ontario,K9J 8J9,Peterborough Public Health,44.2831292,-78.3343136,2022-01-05
Hillcroft Pharmacy,"5 Hillcroft Drive, Unit 7",Markham,Ontario,L3S 1R7,York Region Public Health Services,43.8305126,-79.2799514,2022-01-06
Hills Clinic Pharmacy,420 Talbot Street West,Aylmer,Ontario,N5H 1K9,Southwestern Public Health,42.7731066,-80.9945019,2022-01-07
Holland Street Pharmacy,"484 Holland Street West, Unit B3",Bradford,Ontario,L3Z 0A2,Simcoe Muskoka District Health Unit,44.1078642,-79.591509,2022-01-08
Holly Pharmacy,"611 Holly Avenue, Unit 104",Milton,Ontario,L9T 0R3,Halton Region Health Department,43.5113047,-79.8553737,2022-01-09
Hooper's Pharmacy,88 Lakeshore Road East,Mississauga,Ontario,L5G 1E1,Peel Public Health,43.5530547,-79.5845088,2022-01-10
Hybrid Pharm,"318 Richmond Road, Unit 100",Ottawa,Ontario,K1Z 6X6,Ottawa Public Health,45.392278,-75.752982,2022-01-11
I CARE Pharmacy Services,"2 Thorncliffe Park Drive, Unit 26-27",East York,Ontario,M4H 1H2,,43.7065383,-79.351572,2022-01-12
Ilderton Medical Pharmacy,"13187 Ilderton Road, Unit 1",Ilderton,Ontario,N0M 2A0,,43.0779821,-81.3851136,2022-01-13
Ingersoll Pharmasave,"19 King Street, Unit 1",Ingersoll,Ontario,N5C 1G3,Southwestern Public Health,43.0380604,-80.881612,2022-01-14
Ingersoll Remedy's Rx,273 King Street West,Ingersoll,Ontario,N5C 2K9,,43.0317725,-80.8932912,2022-01-15
Innes IDA Pharmacy,"4473 Innes Road, Unit 101",Orleans,Ontario,K4A 1A7,Ottawa Public Health,45.4617054,-75.4860905,2022-01-16
Intrepid Pharmacy,"379 Bond Street West, Unit 500",Oshawa,Ontario,L1J 8R7,Durham Region Health Department,43.8950722,-78.8778872,2022-01-17
Inverary Pharmasave,"3810 Perth Road, Unit 1B",Inverary,Ontario,K0H 1X0,"Kingston, Frontenac and Lennox & Addington Health Unit",44.3765726,-76.4787547,2022-01-18
Islington Medical Pharmacy,1243 Islington Avenue,Toronto,Ontario,M8X 1Y9,Toronto Public Health,43.6459171,-79.5235467,2022-01-19
J. C. Pharmacy,"888 Dundas Street East, Unit B4-2",Mississauga,Ontario,L4Y 4G6,,43.597888,-79.5944055,2022-01-20
Jackson's Guardian Pharmacy,32 Wellington Street South,St. Marys,Ontario,N4X 1B2,Huron Perth Health Unit,43.2586788,-81.1424016,2022-01-21
James Brown Pharmacy,198 Josephine Street,Wingham,Ontario,N0G 2W0,Huron Perth Health Unit,43.8855612,-81.3139172,2022-01-22
James Potter Road Pharmacy,"9715 James Potter Road, Unit 101",Brampton,Ontario,L6X 3B9,Peel Public Health,43.6748733,-79.8060052,2022-01-23
Jarvis St. Apothecary,275 Jarvis Street,Toronto,Ontario,M5B 2C2,Toronto Public Health,43.6582621,-79.374726,2022-01-24
Jeffers Pharmacy Limited,1 Elizabeth Street,Orangeville,Ontario,L9W 7N7,Wellington-Dufferin-Guelph Health Unit,43.9212702,-80.0993215,2022-01-25
Junction Chemist Pharmacy,17 St Johns Road,Toronto,Ontario,M6P 1T7,Toronto Public Health,43.6652578,-79.473926,2022-01-26
Junction Pharmacy,3016 Dundas Street West,Toronto,Ontario,M6P1Z3,Toronto Public Health,43.6656651,-79.4699271,2022-01-27
Kanata Compounding Pharmacy,"150 Katimavik Road, Unit 46 Level 1",Kanata,Ontario,K2L 2N2,Ottawa Public Health,45.3124188,-75.8958402,2022-01-28
Kanata Pharmasave,"99 Kakulu Road, Unit 101",Kanata,Ontario,K2L 3C8,Ottawa Public Health,45.3042405,-75.8947172,2022-01-29
Kawartha Lakes Pharmacy,"55 Angeline Street North, Unit 4A",Lindsay,Ontario,K9V 5B7,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.3553137,-78.7548824,2022-01-30
Keele-Ingram Pharmacy,2221 Keele Street,Toronto,Ontario,M6M 3Z5,Toronto Public Health,43.6989823,-79.4755084,2022-01-31
Kelly's Drug Store,411 Bridge Street East,Belleville,Ontario,K8N 1P7,Hastings and Prince Edward Counties Health Unit,44.1691848,-77.3583737,2022-02-01
Kemptville Drugmart,"2600 Highway 43, Unit 19-20",Kemptville,Ontario,K0G 1J0,,45.018657,-75.6565067,2022-02-02
Kennedy Road Pharmacy,"2 Antrim Crescent, Unit 4",Scarborough,Ontario,M1P 2N3,Toronto Public Health,43.7719194,-79.2840048,2022-02-03
Kensington Pharmacy,18 Kensington Road,Brampton,Ontario,L6T 4S5,Peel Public Health,43.7226426,-79.7175955,2022-02-04
King City Guardian Drugs,"1700 King Road, Unit 27",King City,Ontario,L7B 0N1,York Region Public Health Services,43.9319396,-79.513571,2022-02-05
King Medical Arts Pharmacy,71 King Street West,Mississauga,Ontario,L5B 4A2,Peel Public Health,43.5783055,-79.6172296,2022-02-06
Kingsville IDA Pharmacy,271 Main Street East,Kingsville,Ontario,N9Y 1A7,Windsor-Essex County Health Unit,42.0374614,-82.7268746,2022-02-07
Kipling & Queensway Pharmacy,"1255 The Queensway, Unit 20",Etobicoke,Ontario,M8Z 1S1,,43.6198702,-79.5231582,2022-02-08
Kirkland Pharmacy,38 Government Road West,Kirkland Lake,Ontario,P2N 2E2,Timiskaming Health Unit,48.1502781,-80.0360425,2022-02-09
Komoka Pharmacy,"9952 Glendon Drive, Unit 3",Komoka,Ontario,N0L 1R0,,42.945741,-81.4311175,2022-02-10
Kortright Pharmacy,570 Kortright Road West,Guelph,Ontario,N1G 3W8,Wellington-Dufferin-Guelph Health Unit,43.5082983,-80.2309986,2022-02-11
Kristen's Pharmacy,"197 Albert Street South, Unit 3",Southampton,Ontario,N0H 2L0,Grey-Bruce Health Unit,44.4898108,-81.3765882,2022-02-12
La Rose Pharmacy,140 La Rose Avenue,Weston,Ontario,M9P 1B2,,43.685583,-79.5240103,2022-02-13
Lacoste Pharmacy Pharmasave,"60 Lacoste Boulevard, Unit 104",Brampton,Ontario,L6P 2K2,Peel Public Health,43.7870769,-79.7535931,2022-02-14
Lakeside Pharmacy,2438 Lake Shore Boulevard West,Etobicoke,Ontario,M8V 1C4,Toronto Public Health,43.6142601,-79.4892689,2022-02-15
Lakeview Pharmacy,"805 Vansittart Avenue, Unit 2",Woodstock,Ontario,N4T 0L6,Southwestern Public Health,43.1513632,-80.7719089,2022-02-16
Langs Medical Pharmacy,1145 Concession Road,Cambridge,Ontario,N3H 4L5,"Region of Waterloo, Public Health",43.3969689,-80.3442712,2022-02-17
Lapsley Pharmacy,27 Lapsley Road,Toronto,Ontario,M1B 1K1,,43.7957493,-79.2261707,2022-02-18
Lawlor Pharmasave,944 Kingston Road,Toronto,Ontario,M4E 1S7,Toronto Public Health,43.6805978,-79.288133,2022-02-19
Lawrence Pharmacy,2683 Lawrence Avenue East,Scarborough,Ontario,M1P 2S2,Toronto Public Health,43.7517056,-79.2615008,2022-02-20
Lefko Pharmasave #794,842 Wilson Avenue,Toronto,Ontario,M3K 1E5,Toronto Public Health,43.7308124,-79.4673782,2022-02-21
Lingeman I.D.A. Pharmacy,411 Jane Street,Toronto,Ontario,M6S 3Z6,Toronto Public Health,43.6587064,-79.4880308,2022-02-22
Lionhead Pharmacy,"8405 Financial Drive, Unit 5&6",Brampton,Ontario,L6Y 1M1,Peel Public Health,43.6351041,-79.7871355,2022-02-23
Listowel Remedy's Rx,600 Mitchell Road,Listowel,Ontario,N4W 3T1,,43.730309,-80.9688021,2022-02-24
Loblaw Pharmacy,30 Kingston Road West,Ajax,Ontario,L1T 4K8,Durham Region Health Department,43.86088,-79.0314862,2022-02-25
Loblaw Pharmacy,15900 Bayview Avenue,Aurora,Ontario,L4G 7Y3,York Region Public Health Services,44.0222968,-79.4494682,2022-02-26
Loblaw Pharmacy,472 Bayfield Street,Barrie,Ontario,L4M 5A2,Simcoe Muskoka District Health Unit,44.4115703,-79.7131953,2022-02-27
Loblaw Pharmacy,2375 Highway 2,Bowmanville,Ontario,L1C 5A3,Durham Region Health Department,43.9083996,-78.7109503,2022-02-28
Loblaw Pharmacy,500 Holland Street West,Bradford,Ontario,L3Z 0A2,Simcoe Muskoka District Health Unit,44.1057071,-79.5916902,2022-03-01
Loblaw Pharmacy,85 Steeles Avenue West,Brampton,Ontario,L6Y 0K3,Peel Public Health,43.6641764,-79.7338533,2022-03-02
Loblaw Pharmacy,290 King George Road,Brantford,Ontario,N3R 5L8,Brant County Health Unit,43.1813869,-80.2786487,2022-03-03
Loblaw Pharmacy,5111 New Street,Burlington,Ontario,L7L 1V2,Halton Region Health Department,43.3692303,-79.7534813,2022-03-04
Loblaw Pharmacy,2515 Appleby Line,Burlington,Ontario,L7L 0B6,Halton Region Health Department,43.4070955,-79.8043495,2022-03-05
Loblaw Pharmacy,2025 Guelph Line,Burlington,Ontario,L7P 4M8,Halton Region Health Department,43.3667792,-79.8224957,2022-03-06
Loblaw Pharmacy,171 Guelph Street,Georgetown,Ontario,L7G 4A1,Halton Region Health Department,43.6514813,-79.9063946,2022-03-07
Loblaw Pharmacy,671 River Road,Gloucester,Ontario,K1V 2G2,Ottawa Public Health,45.2705567,-75.6974346,2022-03-08
Loblaw Pharmacy,75 Centennial Parkway North,Hamilton,Ontario,L8E 2P2,Hamilton Public Health Services,43.2307558,-79.7655188,2022-03-09
Loblaw Pharmacy,50 Dundurn Street,Hamilton,Ontario,L8P 4W3,Hamilton Public Health Services,43.2614289,-79.8895317,2022-03-10
Loblaw Pharmacy,1579 Main Street West,Hamilton,Ontario,L8S 1E6,Hamilton Public Health Services,43.255467,-79.9285395,2022-03-11
Loblaw Pharmacy,131 Howland Drive,Huntsville,Ontario,P1H 2P7,Simcoe Muskoka District Health Unit,45.3446399,-79.2269206,2022-03-12
Loblaw Pharmacy,"2600 Hwy 43 West, Unit 1",Kemptville,Ontario,K0G 1J0,"Leeds,Grenville, and Lanark District Health Unit",45.018657,-75.6565067,2022-03-13
Loblaw Pharmacy,538 Park Street,Kenora,Ontario,P9N 1A1,Northwestern Health Unit,49.7673311,-94.4842897,2022-03-14
Loblaw Pharmacy,1375 Weber Street East,Kitchener,Ontario,N2A 2Y7,"Region of Waterloo, Public Health",43.4321789,-80.4415182,2022-03-15
Loblaw Pharmacy,400 Kent Street West,Lindsay,Ontario,K9V 6K2,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.3507217,-78.7613368,2022-03-16
Loblaw Pharmacy,3040 Wonderland Road South,London,Ontario,N6L 1A6,Middlesex-London Health Unit,42.9382398,-81.2781525,2022-03-17
Loblaw Pharmacy,635 Southdale Road East,London,Ontario,N6E 3W6,Middlesex-London Health Unit,42.9423592,-81.2293366,2022-03-18
Loblaw Pharmacy,200 Bullock Drive,Markham,Ontario,L3P 1W2,York Region Public Health Services,43.8741934,-79.2847533,2022-03-19
Loblaw Pharmacy,2150 Burnhamthorpe Road,Mississauga,Ontario,L5L 3A2,,43.5442279,-79.6836754,2022-03-20
Loblaw Pharmacy,5010 Glen Erin Drive,Mississauga,Ontario,L5M 6J3,Peel Public Health,43.5548975,-79.714856,2022-03-21
Loblaw Pharmacy,250 Lakeshore Road West,Mississauga,Ontario,L5H 1G3,Peel Public Health,43.5458071,-79.5921105,2022-03-22
Loblaw Pharmacy,200 Grant Carman Drive,Nepean,Ontario,K2E 7Z8,Ottawa Public Health,45.351331,-75.730712,2022-03-23
Loblaw Pharmacy,1980 Baseline Road,Nepean,Ontario,K2C 0C6,Ottawa Public Health,45.3520746,-75.7595588,2022-03-24
Loblaw Pharmacy,1540 Haysville Road,New Hamburg,Ontario,N3A 0A2,"Region of Waterloo, Public Health",43.3704628,-80.7035088,2022-03-25
Loblaw Pharmacy,18120 Yonge Street,Newmarket,Ontario,L3Y 8V1,York Region Public Health Services,44.0698592,-79.4862851,2022-03-26
Loblaw Pharmacy,6940 Morrison Street,Niagara Falls,Ontario,L2E 7K5,Niagara Region Public Health Department,43.1026318,-79.1130428,2022-03-27
Loblaw Pharmacy,493 Dundas Street West,Oakville,Ontario,L6M 4M2,Halton Region Health Department,43.4671912,-79.7453665,2022-03-28
Loblaw Pharmacy,1980 Ogilvie Road,Ottawa,Ontario,K1J 9L3,Ottawa Public Health,45.4325275,-75.6098258,2022-03-29
Loblaw Pharmacy,1460 Merivale Road,Ottawa,Ontario,K2E 5P2,Ottawa Public Health,45.3619299,-75.7353516,2022-03-30
Loblaw Pharmacy,2210C Bank Street,Ottawa,Ontario,K1V 1J5,Ottawa Public Health,45.354899,-75.6547546,2022-03-31
Loblaw Pharmacy,4270 Innes Road,Ottawa,Ontario,K4A 5E6,Ottawa Public Health,45.4572295,-75.4953166,2022-04-01
