CFSAUID,PRUID,PRNAME,ices-covid-data_Public Health Unit,ices-covid-data_Start date of week,ices-covid-data_End date of week,ices-covid-data_Overall - % positivity,"ices-covid-data_Overall - number tested per 100,000 population",ices-covid-data_NON-LTC - % positivity,"ices-covid-data_NON-LTC - number tested per 100,000 population",data-pharmacy-counts_PRUID,data-pharmacy-counts_PRNAME,data-pharmacy-counts_all_pharmacies,data-pharmacy-counts_covid_vaccine_pharmacies,data-pharmacy-counts_covid_pharms,chosen%
K4M,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1737,0.03,1737,"35",Ontario,"3","1",1.000,0.333333333333333
K6H,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0.03,2548,0.03,2296,"35",Ontario,"18","0",0.000,0
K6V,"35",Ontario,"2243 Leeds, Grenville and Lanark District Health Unit",21-Mar-21,27-Mar-21,0,1377,0,1378,"35",Ontario,"13","1",1.000,0.0769230769230769
K7A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,2663,0.01,2650,"35",Ontario,"6","0",0.000,0
K7C,"35",Ontario,"2243 Leeds, Grenville and Lanark District Health Unit",21-Mar-21,27-Mar-21,0.02,1760,0.02,1764,"35",Ontario,"7","0",0.000,0
K7G,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,3213,0,3245,"35",Ontario,"3","0",0.000,0
L7P,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.02,2289,0.02,2289,"35",Ontario,"7","2",2.000,0.285714285714286
L9N,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.04,1916,0.04,1916,"35",Ontario,"10","2",2.000,0.2
L9P,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.02,1600,0.02,1606,"35",Ontario,"7","3",3.000,0.428571428571429
L8R,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2429,0.06,2362,"35",Ontario,"14","0",0.000,0
L8S,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.06,1947,0.06,1956,"35",Ontario,"13","0",0.000,0
M1L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,2664,0.05,2663,"35",Ontario,"16","2",2.000,0.125
M1M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2419,0.06,2419,"35",Ontario,"4","2",2.000,0.5
M1N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,3245,0.04,3235,"35",Ontario,"11","1",1.000,0.0909090909090909
K4P,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.05,1768,0.05,1768,"35",Ontario,"2","0",0.000,0
K4R,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.05,2519,0.05,2519,"35",Ontario,"2","0",0.000,0
K6A,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0.08,1935,0.08,1937,"35",Ontario,"7","1",1.000,0.142857142857143
M4N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.02,2184,0.02,2185,"35",Ontario,"3","0",0.000,0
M4P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1790,0.05,1790,"35",Ontario,"6","2",2.000,0.333333333333333
M4R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.01,4633,0.01,4633,"35",Ontario,"1","1",1.000,1
M4S,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.02,2281,0.02,2285,"35",Ontario,"8","2",2.000,0.25
M4T,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1903,0.04,1903,"35",Ontario,"4","3",3.000,0.75
M3N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.16,1918,0.17,1801,"35",Ontario,"17","2",2.000,0.117647058823529
M4A,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,2767,0.04,2455,"35",Ontario,"3","1",1.000,0.333333333333333
K2G,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1510,0.03,1505,"35",Ontario,"17","2",2.000,0.117647058823529
K2H,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.05,1736,0.05,1736,"35",Ontario,"8","0",0.000,0
K2J,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1760,0.04,1670,"35",Ontario,"17","3",3.000,0.176470588235294
L4B,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.07,1176,0.08,1168,"35",Ontario,"21","2",2.000,0.0952380952380952
L4C,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.08,2223,0.09,2045,"35",Ontario,"37","2",2.000,0.0540540540540541
L1V,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.09,2156,0.09,2160,"35",Ontario,"17","2",2.000,0.117647058823529
L1W,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.06,1961,0.07,1829,"35",Ontario,"6","0",0.000,0
L1X,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.1,1921,0.1,1921,"35",Ontario,"3","1",1.000,0.333333333333333
L1A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1521,0,1514,"35",Ontario,"11","1",1.000,0.0909090909090909
L1E,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.03,1814,0.03,1814,"35",Ontario,"4","1",1.000,0.25
L5B,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.08,1292,0.08,1288,"35",Ontario,"43","2",2.000,0.0465116279069767
L2H,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1563,0.04,1562,"35",Ontario,"8","3",3.000,0.375
L2J,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0,1312,0,1312,"35",Ontario,"4","1",1.000,0.25
L2M,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.03,1883,0.03,1885,"35",Ontario,"11","1",1.000,0.0909090909090909
L2N,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.02,1753,0.02,1743,"35",Ontario,"19","0",0.000,0
L7M,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.02,1818,0.02,1820,"35",Ontario,"24","1",1.000,0.0416666666666667
L7N,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.02,1801,0.02,1768,"35",Ontario,"13","1",1.000,0.0769230769230769
L7R,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1479,0.03,1479,"35",Ontario,"6","1",1.000,0.166666666666667
L7S,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.04,1469,0.04,1465,"35",Ontario,"12","0",0.000,0
L6B,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.09,1416,0.09,1395,"35",Ontario,"9","2",2.000,0.222222222222222
L6C,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.04,942,0.04,942,"35",Ontario,"7","1",1.000,0.142857142857143
L6E,"35",Ontario,2270 York Region Public Health Services,21-Mar-21,27-Mar-21,0.07,1351,0.07,1351,"35",Ontario,"10","1",1.000,0.1
L5C,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.06,1517,0.06,1517,"35",Ontario,"15","1",1.000,0.0666666666666667
L5E,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.05,1728,0.05,1728,"35",Ontario,"2","1",1.000,0.5
L5G,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.03,2471,0.03,2471,"35",Ontario,"9","1",1.000,0.111111111111111
L8T,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.07,2414,0.07,2414,"35",Ontario,"6","1",1.000,0.166666666666667
L6S,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.11,1502,0.11,1502,"35",Ontario,"16","1",1.000,0.0625
L6T,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.12,1507,0.12,1507,"35",Ontario,"13","2",2.000,0.153846153846154
L6V,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.09,1689,0.09,1689,"35",Ontario,"13","1",1.000,0.0769230769230769
L6W,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.13,1903,0.13,1900,"35",Ontario,"21","2",2.000,0.0952380952380952
N7X,"35",Ontario,2242 Lambton Health Unit,21-Mar-21,27-Mar-21,0,2712,0,2712,"35",Ontario,"0","0",0.000,
N8A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.08,3244,0.09,3223,"35",Ontario,"7","0",0.000,0
N8H,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.05,1134,0.05,1117,"35",Ontario,"12","4",4.000,0.333333333333333
N8M,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0,1265,0,1275,"35",Ontario,"5","2",2.000,0.4
M6R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,2153,0.03,2135,"35",Ontario,"10","2",2.000,0.2
L9B,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.07,2446,0.07,2444,"35",Ontario,"7","2",2.000,0.285714285714286
L9C,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.06,2154,0.06,2088,"35",Ontario,"13","2",2.000,0.153846153846154
S0P,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S2V,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S3N,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S4T,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
N2G,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1317,0,1317,"35",Ontario,"18","0",0.000,0
N6H,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1748,0.03,1730,"35",Ontario,"14","1",1.000,0.0714285714285714
N6J,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1901,0.03,1889,"35",Ontario,"12","0",0.000,0
M6S,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,2083,0.03,2083,"35",Ontario,"10","7",7.000,0.7
M8V,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,1642,0.06,1643,"35",Ontario,"13","3",3.000,0.230769230769231
R3G,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3H,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
M4B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2284,0.06,2286,"35",Ontario,"9","2",2.000,0.222222222222222
M4C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,2970,0.05,2969,"35",Ontario,"22","6",6.000,0.272727272727273
M4E,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.02,3423,0.02,3423,"35",Ontario,"8","2",2.000,0.25
N5V,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.04,2027,0.04,1936,"35",Ontario,"9","0",0.000,0
N5W,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1853,0.03,1853,"35",Ontario,"11","0",0.000,0
M5S,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1611,0.07,1376,"35",Ontario,"12","3",3.000,0.25
M5T,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,1746,0.09,1751,"35",Ontario,"21","5",5.000,0.238095238095238
M5V,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,1654,0.08,1654,"35",Ontario,"11","5",5.000,0.454545454545455
M6A,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2601,0.1,2641,"35",Ontario,"9","4",4.000,0.444444444444444
M6B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2469,0.1,2461,"35",Ontario,"8","2",2.000,0.25
R3J,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3K,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3L,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
L1J,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.05,1873,0.05,1796,"35",Ontario,"13","2",2.000,0.153846153846154
L1K,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.06,1747,0.06,1747,"35",Ontario,"10","0",0.000,0
L1L,"35",Ontario,2230 Durham Region Health Department,21-Mar-21,27-Mar-21,0.15,2041,0.15,2041,"35",Ontario,"0","0",0.000,
P3B,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.04,2979,0.05,2921,"35",Ontario,"6","0",0.000,0
P3C,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.01,2743,0.01,2743,"35",Ontario,"4","0",0.000,0
P3E,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.04,2595,0.04,2582,"35",Ontario,"17","1",1.000,0.0588235294117647
P6B,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,1749,0,1729,"35",Ontario,"12","1",1.000,0.0833333333333333
R2J,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2K,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2L,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3A,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1628,0,1625,"35",Ontario,"5","0",0.000,0
N3B,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1196,0,1146,"35",Ontario,"6","1",1.000,0.166666666666667
N3C,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1650,0,1561,"35",Ontario,"6","0",0.000,0
L5H,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.03,1624,0.03,1628,"35",Ontario,"6","1",1.000,0.166666666666667
L5J,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.07,2020,0.07,1957,"35",Ontario,"10","1",1.000,0.1
L5K,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.06,2335,0.07,1932,"35",Ontario,"7","1",1.000,0.142857142857143
L5L,"35",Ontario,2253 Peel Public Health,21-Mar-21,27-Mar-21,0.03,1931,0.03,1931,"35",Ontario,"21","1",1.000,0.0476190476190476
L9G,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.03,2143,0.03,2140,"35",Ontario,"10","2",2.000,0.2
L9H,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.02,3057,0.03,2287,"35",Ontario,"10","2",2.000,0.2
P6C,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,1968,0,1968,"35",Ontario,"8","1",1.000,0.125
P7A,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.04,2140,0.04,2144,"35",Ontario,"12","0",0.000,0
P7B,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.06,2119,0.06,2128,"35",Ontario,"13","2",2.000,0.153846153846154
S4H,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
N2H,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1700,0,1705,"35",Ontario,"8","1",1.000,0.125
N2J,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.03,1380,0.03,1377,"35",Ontario,"12","0",0.000,0
N8N,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.02,949,0.02,955,"35",Ontario,"9","3",3.000,0.333333333333333
N8P,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1170,0.04,1159,"35",Ontario,"2","0",0.000,0
N8R,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.07,957,0.07,957,"35",Ontario,"7","1",1.000,0.142857142857143
N8S,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,978,0.04,978,"35",Ontario,"6","1",1.000,0.166666666666667
R4K,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R5A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N4L,"35",Ontario,2233 Grey Bruce Health Unit,21-Mar-21,27-Mar-21,0,1245,0,1253,"35",Ontario,"4","0",0.000,0
N4S,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0.02,1951,0.02,1950,"35",Ontario,"16","1",1.000,0.0625
N4T,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0.03,1639,0.03,1639,"35",Ontario,"1","0",0.000,0
N9H,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0,1111,0,1111,"35",Ontario,"3","2",2.000,0.666666666666667
S4L,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
N5X,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1835,0.03,1770,"35",Ontario,"11","0",0.000,0
N5Y,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1674,0.03,1669,"35",Ontario,"15","0",0.000,0
N6K,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.02,1806,0.02,1792,"35",Ontario,"14","0",0.000,0
N6L,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0,2106,0,1528,"35",Ontario,"2","0",0.000,0
N6M,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.04,2308,0.04,2308,"35",Ontario,"0","0",0.000,
M8W,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1643,0.04,1643,"35",Ontario,"10","2",2.000,0.2
M8X,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0,2349,0,2349,"35",Ontario,"4","3",3.000,0.75
M8Y,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1917,0.04,1923,"35",Ontario,"8","3",3.000,0.375
N4N,"35",Ontario,2233 Grey Bruce Health Unit,21-Mar-21,27-Mar-21,0,1847,0,1854,"35",Ontario,"8","0",0.000,0
N4V,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0,2722,0,2797,"35",Ontario,"2","0",0.000,0
N9G,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,974,0.04,989,"35",Ontario,"6","1",1.000,0.166666666666667
N5Z,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.04,1657,0.04,1657,"35",Ontario,"7","0",0.000,0
M4V,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1998,0.04,1998,"35",Ontario,"6","0",0.000,0
M4W,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,2229,0.05,2229,"35",Ontario,"5","3",3.000,0.6
M4X,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,2167,0.1,2026,"35",Ontario,"10","2",2.000,0.2
M6C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,2974,0.07,2977,"35",Ontario,"11","2",2.000,0.181818181818182
M6E,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,2502,0.09,2502,"35",Ontario,"12","4",4.000,0.333333333333333
M6G,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,3247,0.03,3231,"35",Ontario,"19","0",0.000,0
R3M,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3N,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3P,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3R,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3S,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3E,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1307,0,1307,"35",Ontario,"0","0",0.000,
N9J,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.05,1112,0.05,1112,"35",Ontario,"4","3",3.000,0.75
N9K,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0,978,0,978,"35",Ontario,"1","1",1.000,1
P3G,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.06,2522,0.06,2522,"35",Ontario,"7","0",0.000,0
P3L,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.04,2999,0.04,2999,"35",Ontario,"2","0",0.000,0
M4Y,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,1463,0.06,1442,"35",Ontario,"20","7",7.000,0.35
P7C,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.04,2509,0.05,2104,"35",Ontario,"8","0",0.000,0
P7E,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.04,2284,0.04,2159,"35",Ontario,"12","1",1.000,0.0833333333333333
P7G,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.03,1752,0.03,1752,"35",Ontario,"1","0",0.000,0
P7J,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0.09,1619,0.09,1619,"35",Ontario,"0","0",0.000,
P7K,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0,1197,0,1197,"35",Ontario,"2","0",0.000,0
P7L,"35",Ontario,2262 Thunder Bay District Health Unit,21-Mar-21,27-Mar-21,0,1104,0,1104,"35",Ontario,"0","0",0.000,
P8N,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0.03,2425,0.03,2446,"35",Ontario,"6","1",1.000,0.166666666666667
P8T,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0,1929,0,1921,"35",Ontario,"4","0",0.000,0
P9A,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0,2367,0,2378,"35",Ontario,"7","1",1.000,0.142857142857143
R2M,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2N,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3H,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.02,1684,0.02,1687,"35",Ontario,"10","0",0.000,0
N3L,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1899,0,1881,"35",Ontario,"6","2",2.000,0.333333333333333
P3N,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0,3329,0,3308,"35",Ontario,"1","1",1.000,1
R6M,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R6W,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
P9N,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0.02,1779,0.02,1794,"35",Ontario,"9","1",1.000,0.111111111111111
R0A,"46",Manitoba,,,,,,,,,,,,,
R0B,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0C,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0E,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0G,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0H,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0J,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0K,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R0L,"46",Manitoba,,,,,,,,,,,,,
R0M,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N1G,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0.05,1420,0.05,1420,"35",Ontario,"14","1",1.000,0.0714285714285714
N1H,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,1594,0.02,1585,"35",Ontario,"23","1",1.000,0.0434782608695652
N1K,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0.04,1459,0.04,1459,"35",Ontario,"2","2",2.000,1
N1L,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0.02,1475,0.02,1475,"35",Ontario,"4","0",0.000,0
N2K,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1399,0,1364,"35",Ontario,"9","1",1.000,0.111111111111111
N2L,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.07,1492,0.07,1492,"35",Ontario,"14","2",2.000,0.142857142857143
N2M,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.05,1626,0.05,1626,"35",Ontario,"17","1",1.000,0.0588235294117647
N2N,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.06,1506,0.06,1511,"35",Ontario,"10","0",0.000,0
N8T,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.07,996,0.07,1001,"35",Ontario,"12","6",6.000,0.5
N8W,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1149,0.04,1149,"35",Ontario,"12","2",2.000,0.166666666666667
N8X,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1191,0.04,1191,"35",Ontario,"16","5",5.000,0.3125
N8Y,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1150,0.04,1150,"35",Ontario,"12","5",5.000,0.416666666666667
R7B,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R7C,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N4W,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1738,0,1742,"35",Ontario,"5","1",1.000,0.2
N4X,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1396,0,1363,"35",Ontario,"7","0",0.000,0
N1M,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0,2550,0,2568,"35",Ontario,"10","2",2.000,0.2
N6A,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.11,1732,0.12,1616,"35",Ontario,"9","0",0.000,0
