name,street,city,postal,province,date,link
COSTCO PHARMACY #154 ,12450 149 ST,EDMONTON,,Alberta,2021-04-11T18:09:24.579Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #156 ,13650 50 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.579Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #164 ,162 LEVA AVE,RED DEER,,Alberta,2021-04-11T18:09:24.580Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #251 ,99 HERITAGE GATE SE,CALGARY,,Alberta,2021-04-11T18:09:24.580Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #254 ,9901 116 ST,GRANDE PRAIRIE,,Alberta,2021-04-11T18:09:24.580Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #543 ,11588 SARCEE TRAIL NW,CALGARY,,Alberta,2021-04-11T18:09:24.580Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #544 ,2201 BROADMOOR BLVD,SHERWOOD PARK,,Alberta,2021-04-11T18:09:24.581Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #56 ,2853 32 ST NE,CALGARY,,Alberta,2021-04-11T18:09:24.581Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #593 ,2350 BOX SPRING RD NW,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.581Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO WHOLESALE PHARMACY #160 ,3200 MAYOR MAGRATH DR S,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.581Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COVENTRY PHARMACY ,110-790 COVENTRY DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.582Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CRANSTON SMART DRUG MART ,121-35 CRANFORD WAY SE,CALGARY,,Alberta,2021-04-11T18:09:24.582Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CREATE PHARMACY & COMPOUNDING CENTRE ,159 MAHOGANY CENTRE SE,CALGARY,,Alberta,2021-04-11T18:09:24.582Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CREEKSIDE PHARMACY ,1113-403 MACKENZIE WAY SW,AIRDRIE,,Alberta,2021-04-11T18:09:24.582Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CRESCENT DRUGS LTD. ,10029 101 AVE,LAC LA BICHE,,Alberta,2021-04-11T18:09:24.582Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CRESTWOOD APOTHECARY (PHARMACY) ,9648142 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.583Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CROSS POINTE PHARMACY ,7-4527 8 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.583Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CROWBOROUGH PHARMACY ,111-6055 ANDREWS WAY SW,EDMONTON,,Alberta,2021-04-11T18:09:24.583Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CROWCHILD PHARMACY AND COMPOUNDING ,128-5403 CROWCHILD TR NW,CALGARY,,Alberta,2021-04-11T18:09:24.583Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CURE CARE PHARMACY ,11-9104 179 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.584Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
D&M PHARMACY AND TRAVEL CLINIC ,1505 19 ST NW,CALGARY,,Alberta,2021-04-11T18:09:24.584Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
D&M PHARMACY AND TRAVEL CLINIC 1 ,2105-1800 194 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.584Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DAVE HILL PHARMACY ,1-200 THICKWOOD BLVD,FORT MCMURRAY,,Alberta,2021-04-11T18:09:24.587Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DAYSLAND PHARMACY ,5023 50 ST,DAYSLAND,,Alberta,2021-04-11T18:09:24.588Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DD PHARMACY ,10706 101 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.588Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DEER PARK IDA PHARMACY ,1-255 DAVISON DR,RED DEER,,Alberta,2021-04-11T18:09:24.588Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DELTON SUPER DRUGS LTD. ,12904 82 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.588Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DENWOOD PHARMACY ,621 10 ST,WAINWRIGHT,,Alberta,2021-04-11T18:09:24.589Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DEVON CENTRAL PHARMACY ,1-102 ERIE ST S,DEVON,,Alberta,2021-04-11T18:09:24.589Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DIDSBURY PHARMASAVE #373 ,1918 20 ST,DIDSBURY,,Alberta,2021-04-11T18:09:24.589Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DIDSBURY VALUE DRUG MART ,1710 20 ST,DIDSBURY,,Alberta,2021-04-11T18:09:24.590Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DISCOVERY RIDGE COMPOUNDING PHARMACY AND TRAVEL CLINIC ,712-10 DISCOVERY RIDGE HILL SW,CALGARY,,Alberta,2021-04-11T18:09:24.590Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DISPENSARIES (1991) LIMITED ,202-14101 West Block Dr Nw,EDMONTON,,Alberta,2021-04-11T18:09:24.590Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DISPENSARIES (1991) LIMITED ,FIRSTPL,EDMONTON,,Alberta,2021-04-11T18:09:24.591Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DISPENSARIES (1991) LIMITED ,CEDARS PROFESSIONAL PARK,EDMONTON,,Alberta,2021-04-11T18:09:24.591Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DIV'S PHARMACY PHARMACHOICE ,4517 50 ST,SPIRIT RIVER,,Alberta,2021-04-11T18:09:24.591Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DOAN PHARMACY LTD ,10920 107 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.592Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DOLAR DRUGS 2 ,13211 132 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.593Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DOUGLASGLEN PHARMACY & TRAVEL CLINIC ,124-11420 27 ST SE,CALGARY,,Alberta,2021-04-11T18:09:24.593Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DOWNTOWN DRUGMART ,SHIBA INVESTMENTS LTD,CALGARY,,Alberta,2021-04-11T18:09:24.593Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRAYTON VALLEY VALUE DRUG MART ,5014 56 AVE,DRAYTON VALLEY,,Alberta,2021-04-11T18:09:24.594Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUG & BEAN (MISSION) ,120-2210 2 ST SW,CALGARY,,Alberta,2021-04-11T18:09:24.594Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUG + BEAN (KILLARNEY) ,3114 17 AVE SW,CALGARY,,Alberta,2021-04-11T18:09:24.594Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUG SHOPPE ,2079 146 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.594Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSHORE PHARMACIES AND TRAVEL CLINIC ,116-5430 17 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.595Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #1539 ,100-20 HERITAGE MEADOWS WAY SE,CALGARY,,Alberta,2021-04-11T18:09:24.595Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #1540 ,300 VETERANS BLVD NE,AIRDRIE,,Alberta,2021-04-11T18:09:24.595Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #1542 ,100-3633 WESTWINDS DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.595Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #1547 ,7005 48 AVE,CAMROSE,,Alberta,2021-04-11T18:09:24.595Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #4379 ,2601 14 AVE,WAINWRIGHT,,Alberta,2021-04-11T18:09:24.597Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #4380 ,4734 50 AVE,VEGREVILLE,,Alberta,2021-04-11T18:09:24.597Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #4381 ,100-6509 46 ST,OLDS,,Alberta,2021-04-11T18:09:24.598Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #4389 ,9 SANDSTONE GATE,OKOTOKS,,Alberta,2021-04-11T18:09:24.598Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #4390 ,70 HEWLETT PARK LANDNG,SYLVAN LAKE,,Alberta,2021-04-11T18:09:24.598Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #6716 ,1706 MAYOR MAGRATH DR S,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.598Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #6717 ,5106 46 ST,BONNYVILLE,,Alberta,2021-04-11T18:09:24.599Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #9021 ,570150 AVE,ST PAUL,,Alberta,2021-04-11T18:09:24.599Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #9024 ,120 2 ST E,CARDSTON,,Alberta,2021-04-11T18:09:24.599Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #9043 ,1252 HWY 9 S,DRUMHELLER,,Alberta,2021-04-11T18:09:24.599Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DRUGSTORE PHARMACY #9052 ,5520 46 ST,ROCKY MOUNTAIN HOUSE,,Alberta,2021-04-11T18:09:24.600Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DUCHESS DRUG MART ,5-108 CENTRE ST,DUCHESS,,Alberta,2021-04-11T18:09:24.600Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DUNLUCE PHARMACY ,12118 161 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.600Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EASTGATE DRUGS ,3804-137 Ave NW,EDMONTON,,Alberta,2021-04-11T18:09:24.600Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EASTWOOD PHARMACY ,7919 118 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.601Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EDGEMONT PHARMACY ,20166 LESSARD RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.601Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EDGEWATER PHARMACY ,8508 Jasper AVE,EDMONTON,,Alberta,2021-04-11T18:09:24.601Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EDMONTON PHARMACY ,168-17010 90 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.601Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EDMONTON TRAIL PHARMASAVE #392 ,103-805 EDMONTON TR NE,CALGARY,,Alberta,2021-04-11T18:09:24.602Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EDSON PHARMACY REMEDY'S RX ,4924 4 AVE,EDSON,,Alberta,2021-04-11T18:09:24.602Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ELITE PHARMACY ,110-6108 BOWNESS RD NW,CALGARY,,Alberta,2021-04-11T18:09:24.602Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ELIXIR PHARMACY ,102-8 VARSITY ESTATES CIR NW,CALGARY,,Alberta,2021-04-11T18:09:24.602Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ELK POINT PHARMACY ,4902 50 ST,ELK POINT,,Alberta,2021-04-11T18:09:24.602Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EMERALD HILLS PHARMASAVE ,815-8005 EMERALD DR,SHERWOOD PARK,,Alberta,2021-04-11T18:09:24.603Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ERINWOODS PHARMACY ,3571 52 STREET SE,CALGARY,,Alberta,2021-04-11T18:09:24.603Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ERX PHARMACY ,1715 10 AVE SW,CALGARY,,Alberta,2021-04-11T18:09:24.603Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ESSENCE PHARMACY ,150-3650 WESTWINDS DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.603Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EVANSBURG PHARMACY ,5107 50 ST,EVANSBURG,,Alberta,2021-04-11T18:09:24.604Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EVANSDALE PHARMACY ,8216 144 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.604Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EVERGREEN CO-OP PHARMACY ,4327 45 ST,ROCKY MOUNTAIN HOUSE,,Alberta,2021-04-11T18:09:24.604Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EVERGREEN CO-OP PHARMACY RIMBEY ,4625 51 ST,RIMBEY,,Alberta,2021-04-11T18:09:24.604Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EVERYDAY PHARMACY ,2704 48 ST,EDMONTON,,Alberta,2021-04-11T18:09:24.605Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
EXCELHEALTH PHARMACY ,100-3916 MACLEOD TR SW,CALGARY,,Alberta,2021-04-11T18:09:24.605Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FALCON PHARMACY ,5425 FALSBRIDGE DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.605Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FALHER I.D.A. PHARMACY ,5 MAIN ST,FALHER,,Alberta,2021-04-11T18:09:24.605Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FALSHIRE PHARMACY ,267-265 FALSHIRE DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.605Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FAMILY CARE MEDICAL PHARMACY ,101-11611 107 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.606Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FIRESIDE PHARMACY ,5102-50 FIRESIDE GATE,COCHRANE,,Alberta,2021-04-11T18:09:24.606Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FISHER'S PHARMASAVE #384 ,103-5035 50 ST,LACOMBE,,Alberta,2021-04-11T18:09:24.606Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FISHER'S VAUXHALL PHARMACY LTD. ,415 2 AVE N,VAUXHALL,,Alberta,2021-04-11T18:09:24.606Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FORBES PHARMACY COLD LAKE ,101-5016 50 AVE,COLD LAKE,,Alberta,2021-04-11T18:09:24.607Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FOREST HILLS PHARMASAVE #323 ,3-5315 17 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.607Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FOREST LAWN PHARMACY ,105-4909 17 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.607Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FORT STATION PHARMACY ,629-10490 98 AVE,FORT SASKATCHEWAN,,Alberta,2021-04-11T18:09:24.608Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FOURNIER DRUGS ,1306 SHOPPERS PARK MALL,GRANDE CACHE,,Alberta,2021-04-11T18:09:24.608Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FRESHCO PHARMACY #4292 ,2355 17 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.608Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FRONTLINE PHARMACY ,627 CAMERON HEIGHTS DR NW,EDMONTON,,Alberta,2021-04-11T18:09:24.609Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FUTURE DRUG MART ,104-5401 TEMPLE DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.609Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
FUTURE DRUG MART #2 ,102-4015 17 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.609Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GAETZ AVENUE PHARMACY ,120-3410 50 AVE,RED DEER,,Alberta,2021-04-11T18:09:24.610Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GAIL'S APOTHECARY AND COMPOUNDING PHARMACY ,2-425 13 ST N,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.610Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GALAXY PHARMACY ,11254 82 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.610Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GARNEAU PHARMASAVE ,102-11044 82 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.610Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GATEWAY PHARMACY ,942-3803 CALGARY TR NW,EDMONTON,,Alberta,2021-04-11T18:09:24.611Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GIBBONS GUARDIAN PHARMACY ,4715 50 AVE,GIBBONS,,Alberta,2021-04-11T18:09:24.611Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GIROUX PHARMASAVE ,215-4 VERSAILLES AVE,ST ALBERT,,Alberta,2021-04-11T18:09:24.611Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLACIER GATE PHARMACY ,101-2504 GLACIER GATE,COLD LAKE,,Alberta,2021-04-11T18:09:24.611Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLAMORGAN REMEDY'S RX ,14-3919 RICHMOND RD SW,CALGARY,,Alberta,2021-04-11T18:09:24.612Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLENBROOK FAMILY PHARMASAVE ,2-3803 26 AVE SW,CALGARY,,Alberta,2021-04-11T18:09:24.612Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLENBROOK PHARMACY ,12718 66 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.612Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLENGARRY PHARMACY ,115-12222 137 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.612Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLOBAL DRUGS ,115-233 16 AVE NW,CALGARY,,Alberta,2021-04-11T18:09:24.613Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GLOBAL REMEDY'S PHARMACY ,414 13 ST N,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.613Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GOURLAY'S CLINIC PHARMACY ,120-1151 SIDNEY ST,CANMORE,,Alberta,2021-04-11T18:09:24.614Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GRANDE BANKS PHARMACY ,105-10302 67 AVE,GRANDE PRAIRIE,,Alberta,2021-04-11T18:09:24.614Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GRANDE CACHE PHARMACY ,1609 ACORN PLAZA,GRANDE CACHE,,Alberta,2021-04-11T18:09:24.614Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GRANDIN PRESCRIPTION CENTRE INC. ,1 ST ANNE ST,ST ALBERT,,Alberta,2021-04-11T18:09:24.615Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GRANDVIEW PHARMACY ,12307 63 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.615Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GRASSROOTS PHARMACY ,103A-1205 BOW VALLEY TR,CANMORE,,Alberta,2021-04-11T18:09:24.615Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GREEN APPLE PHARMACY ,121-15 ERIN RIDGE RD,ST ALBERT,,Alberta,2021-04-11T18:09:24.616Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GREENBROOK PHARMACY ,344 8 ST E,BROOKS,,Alberta,2021-04-11T18:09:24.616Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GREG'S REMEDY'S RX ,200-770 6 ST SW,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.616Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GREG'S VALUE DRUG MART INC. ,4448 50 AVE,ST PAUL,,Alberta,2021-04-11T18:09:24.616Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GUARDIAN BEACH PHARMACY ,101-4705 46A AVE,ALBERTA BEACH,,Alberta,2021-04-11T18:09:24.617Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GUARDIAN DRUGS ELK POINT ,4831 50 ST,ELK POINT,,Alberta,2021-04-11T18:09:24.617Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
GUARDIAN PHARMACY - TRAIL SOUTH ,10415 51 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.617Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
