location_code,name,city,street,X,Y,postal,fsa,type
-75.6750515345.38798285Other/Independent,1355 Bank Street Pharmacy,Ottawa,1355 Bank St,-75.67505153,45.38798285,K1H8K7,K1H,Other/Independent
-75.67616745.04290829Pharmasave,Equinelle Pharmasave # 9708,Kemptville,90 Royal Landing Gate,-75.676167,45.04290829,K0G1J0,K0G,Pharmasave
-75.6761807345.38889835Other/Independent,Nks Health,Ottawa,2197 Riverside Dr,-75.67618073,45.38889835,K1H7X8,K1H,Other/Independent
-75.6774721245.23398522Pharmasave,Paul's Pharmasave,Ottawa,990 River Rd,-75.67747212,45.23398522,K4M1B9,K4M,Pharmasave
-75.6774777345.38562815Walmart,Wal-Mart Pharmacy #1200,Ottawa,2277 Riverside Dr,-75.67747773,45.38562815,K1H7X6,K1H,Walmart
-75.6778744345.43876746Other/Independent,New Edinburg Pharmacy,Ottawa,5 Beechwood Ave,-75.67787443,45.43876746,K1M1M2,K1M,Other/Independent
-75.6781115345.40868325Other/Independent,Watson's Phcy & Wellness Centr,Ottawa,192 Main St,-75.67811153,45.40868325,K1S1C2,K1S,Other/Independent
-75.6783398345.38578195Rexall,Rexall #1479,Ottawa,2269 Riverside Dr E,-75.67833983,45.38578195,K1H8K2,K1H,Rexall
-75.6803920345.42172636Other/Independent,Pharmacie Campus Pharmacy,Ottawa,100 Marie Curie Dr,-75.68039203,45.42172636,K1N6N5,K1N,Other/Independent
-75.6812899744.61694922Loblaw,Drugstore Pharmacy #1017,Brockville,1792 Parkedale Ave,-75.68128997,44.61694922,K6V5T2,K6V,Loblaw
-75.6813594345.43077666Pharmasave,Astley's Pharmasave,Ottawa,423 Rideau St,-75.68135943,45.43077666,K1N5Y9,K1N,Pharmasave
-75.6825072345.42998636Other/Independent,Rideau Pharmacy,Ottawa,390 Rideau St,-75.68250723,45.42998636,K1N5Y8,K1N,Other/Independent
-75.6834891744.59887691Other/Independent,Leeds Pharmacy,Brockville,163 Ormond St,-75.68348917,44.59887691,K6V7E6,K6V,Other/Independent
-75.6834923345.43005576Loblaw,Loblaw Pharmacy #1170,Ottawa,375 Rideau St,-75.68349233,45.43005576,K1N5Y6,K1N,Loblaw
-75.6838382345.39435025Shoppers Drug Mart,Shoppers Drug Mart #1463,Ottawa,1080 Bank St,-75.68383823,45.39435025,K1S3X3,K1S,Shoppers Drug Mart
-75.6847071345.42888966Shoppers Drug Mart,Shoppers Drug Mart #1243,Ottawa,322 Rideau St,-75.68470713,45.42888966,K1N5Y5,K1N,Shoppers Drug Mart
-75.6847232245.22359632Rexall,Rexall #6971,Ottawa,1160 Beaverwood Rd,-75.68472322,45.22359632,K4M1A3,K4M,Rexall
-75.6863821245.28309863Other/Independent,Good Health Pharmacy,Ottawa,4188 Spratt Rd,-75.68638212,45.28309863,K1V0Z6,K1V,Other/Independent
-75.6864166744.58871931Shoppers Drug Mart,Shoppers Drug Mart #1145,Brockville,126 King St,-75.68641667,44.58871931,K6V3R3,K6V,Shoppers Drug Mart
-75.6865840744.61522032Walmart,Wal-Mart Pharmacy,Brockville,1942 Parkdale Ave,-75.68658407,44.61522032,K6V7N4,K6V,Walmart
-75.6872948345.40139055Other/Independent,Whole Health Pharmacy Glebe,Ottawa,857 Bank St,-75.68729483,45.40139055,K1S3W2,K1S,Other/Independent
-75.6874607744.58764181Pharmasave,Brockville Pharmasave,Brockville,173 King St W,-75.68746077,44.58764181,K6V3R6,K6V,Pharmasave
-75.6877141744.59271391Rexall,Rexall,Brockville,30 Pearl St W,-75.68771417,44.59271391,K6V4B5,K6V,Rexall
-75.6877711345.36843605Other/Independent,Mooney's Bay Pharmacy,Ottawa,743 Ridgewood Ave,-75.68777113,45.36843605,K1V6M8,K1V,Other/Independent
-75.6882776445.42734986Rexall,Rexall #385,Ottawa,200 Rideau St,-75.68827764,45.42734986,K1N5Y1,K1N,Rexall
-75.6888649345.40327395Other/Independent,Glebe Apothecary,Ottawa,778 Bank St,-75.68886493,45.40327395,K1S3V6,K1S,Other/Independent
-75.6890286345.36946255Other/Independent,Medical Arts Dispensary of Ott,Ottawa,2865 Riverside Dr,-75.68902863,45.36946255,K1V8N5,K1V,Other/Independent
-75.6898222345.40490415Shoppers Drug Mart,Shoppers Drug Mart #1258,Ottawa,702 Bank St,-75.68982223,45.40490415,K1S3V2,K1S,Shoppers Drug Mart
-75.6901949345.37197045Other/Independent,Riverview Pharmacy,Ottawa,2817 Riverside Dr,-75.69019493,45.37197045,K1V1G8,K1V,Other/Independent
-75.6904127445.41771436Other/Independent,White Cross Disp (Ottawa) Ltd,Ottawa,264 Elgin St,-75.69041274,45.41771436,K2P1M2,K2P,Other/Independent
-75.6905898345.33391334Other/Independent,Vital Pharmacy,Ottawa,224 Hunt Club Rd,-75.69058983,45.33391334,K1V1C1,K1V,Other/Independent
-75.6909652445.42502336Shoppers Drug Mart,Shoppers Drug Mart #631,Ottawa,50 Rideau St,-75.69096524,45.42502336,K1N9J7,K1N,Shoppers Drug Mart
-75.6918052445.42944966Shoppers Drug Mart,Shoppers Drug Mart#1273,Ottawa,298 Dalhousie St,-75.69180524,45.42944966,K1N7E7,K1N,Shoppers Drug Mart
-75.6921505345.34496034Other/Independent,Riverside Court Pharmacy,Ottawa,3635 Rivergate Way,-75.69215053,45.34496034,K1V2A4,K1V,Other/Independent
-75.6924925445.43029666Other/Independent,Pharmacie Brisson Ltee,Ottawa,270 Dalhousie St,-75.69249254,45.43029666,K1N7E4,K1N,Other/Independent
-75.6928678445.41972976Rexall,Rexall Pharmacy,Ottawa,160 Elgin St,-75.69286784,45.41972976,K2P2C4,K2P,Rexall
-75.6930881744.60728291Other/Independent,Parkedale Pharmacy,Brockville,2235 Parkedale Ave,-75.69308817,44.60728291,K6V6B2,K6V,Other/Independent
-75.6931575445.41191905Shoppers Drug Mart,Shoppers Drug Mart 1428,Ottawa,455 Bank St,-75.69315754,45.41191905,K2P1Y9,K2P,Shoppers Drug Mart
-75.6932832445.41550835Other/Independent,Shoppers Simply Pharmacy #3003,Ottawa,267 Oconner St,-75.69328324,45.41550835,K2P1V3,K2P,Other/Independent
-75.6956649445.41425455Other/Independent,Centretown Pharmacy,Ottawa,326 Bank St,-75.69566494,45.41425455,K2P1Y1,K2P,Other/Independent
-75.6959848345.38747395Other/Independent,The Prescription Shop,Ottawa,1125 Colonel by Dr,-75.69598483,45.38747395,K1S5R1,K1S,Other/Independent
-75.6963375445.41498865Loblaw,Loblaw Pharmacy #4274,Ottawa,296 Bank St,-75.69633754,45.41498865,K2P1X4,K2P,Loblaw
-75.6967451445.41285895Other/Independent,The Medicine Shoppe Phmcy #271,Ottawa,381 Kent St,-75.69674514,45.41285895,K2P2A8,K2P,Other/Independent
-75.6974346345.27055673Loblaw,Loblaw Pharmacy #4253,Ottawa,671 River Rd,-75.69743463,45.27055673,K1V2G2,K1V,Loblaw
-75.6974725445.42162416Shoppers Drug Mart,Shoppers Drug Mart #953,Ottawa,111 Albert St,-75.69747254,45.42162416,K1P1A5,K1P,Shoppers Drug Mart
-75.6981271345.26938343Shoppers Drug Mart,Shoppers Drug Mart #1161,Ottawa,647 Earl Armstrong Rd,-75.69812713,45.26938343,K1V2G2,K1V,Shoppers Drug Mart
-75.6981619744.60297681Shoppers Drug Mart,Shoppers Drug Mart #935,Brockville,2399 Parkedale Ave,-75.69816197,44.60297681,K6V3G9,K6V,Shoppers Drug Mart
-75.6992434445.41818885Shoppers Drug Mart,Shoppers Drug Mart #988,Ottawa,174 Bank St,-75.69924344,45.41818885,K2P1W6,K2P,Shoppers Drug Mart
-75.7014928445.36730815Shoppers Drug Mart,Shoppers Drug Mart #626,Ottawa,888 Meadowlands Dr E,-75.70149284,45.36730815,K2C3R2,K2C,Shoppers Drug Mart
-75.7022910744.59173711Other/Independent,Brockville Medical Pharmacy,Brockville,100 Strowger Blvd,-75.70229107,44.59173711,K6V5J9,K6V,Other/Independent
-75.7024030445.42029705Rexall,Rexall #1255,Ottawa,240 Sparks St,-75.70240304,45.42029705,K1A0G6,K1A,Rexall
-75.7025666445.41742845Rexall,Rexall #8147,Ottawa,407 Laurier Ave W,-75.70256664,45.41742845,K1R7Y7,K1R,Rexall
-75.7053858445.37738645Other/Independent,Green Valley Pharmacy,Ottawa,Green Valley Crescent,-75.70538584,45.37738645,K2C3V4,K2C,Other/Independent
-75.7057925445.40721195Other/Independent,Bell Pharmacy,Ottawa,737 Gladstone Ave,-75.70579254,45.40721195,K1R6X4,K1R,Other/Independent
-75.7072297445.41072455Other/Independent,Somerset Drugs,Ottawa,708 Somerset St W,-75.70722974,45.41072455,K1R6P6,K1R,Other/Independent
-75.7080267445.41030775Other/Independent,Lyan Pharmacy,Ottawa,752 Somerset St W,-75.70802674,45.41030775,K1R6P8,K1R,Other/Independent
-75.7083644445.34224134Other/Independent,Classic Care Pharmacy Corp,Ottawa,169 Colonnade Rd S,-75.70836444,45.34224134,K2E7J4,K2E,Other/Independent
-75.7093874445.40714505Other/Independent,Pharma Can Drug Mart,Ottawa,71 Willow St,-75.70938744,45.40714505,K1R6V9,K1R,Other/Independent
-75.7094029345.27304233Rexall,Rexall #8192,Ottawa,350 Cresthaven Dr,-75.70940293,45.27304233,K2G4S4,K2G,Rexall
-75.7103622345.33103774Other/Independent,National Pharmacy,Ottawa,52 Antares Dr,-75.71036223,45.33103774,K2E7Z1,K2E,Other/Independent
-75.7104985445.40974205Other/Independent,Ottawa Medical Pharmacy,Ottawa,797 Somerset St W,-75.71049854,45.40974205,K1R6R3,K1R,Other/Independent
-75.7116463445.40930685Other/Independent,Clinic Pharmacy An,Ottawa,829 Somerset St W,-75.71164634,45.40930685,K1R6R4,K1R,Other/Independent
-75.7120052445.40569805Other/Independent,Preston Medical Pharmacy,Ottawa,225 Preston St,-75.71200524,45.40569805,K1R7R1,K1R,Other/Independent
-75.7135109844.60800991Other/Independent,Kensington Pharmacy,Brockville,1275 Kensington Parkway,-75.71351098,44.60800991,K6V6C3,K6V,Other/Independent
-75.7161944245.1306724Other/Independent,North Gower Pharmacy,Ottawa,2333 Church St,-75.71619442,45.1306724,K0A2T0,K0A,Other/Independent
-75.7165893345.27580873Guardian,Strandherd Guardian Pharmacy,Ottawa,3091 Strandherd Dr,-75.71658933,45.27580873,K2G4R9,K2G,Guardian
-75.7185666345.27437853Shoppers Drug Mart,Shoppers Drug Mart #1302,Ottawa,3151 Strandherd Dr,-75.71856663,45.27437853,K2J5N1,K2J,Shoppers Drug Mart
-75.7224261445.33776244Costco,Costco Pharmacy #540,Ottawa,1849 Merivale Rd,-75.72242614,45.33776244,K2G1E3,K2G,Costco
-75.7232472445.33477344Other/Independent,Eshmun Pharmcay,Ottawa,460 W Hunt Club Rd,-75.72324724,45.33477344,K2E1B2,K2E,Other/Independent
-75.7233735445.39250325Other/Independent,Medical Pharmacy,Ottawa,1053 Carling Ave,-75.72337354,45.39250325,K1Y4E9,K1Y,Other/Independent
-75.7234572445.39003225Other/Independent,Mcneil Parkdale Pharmacy,Ottawa,1077 Carling Ave,-75.72345724,45.39003225,K1Y4K4,K1Y,Other/Independent
-75.7245982445.33000574Other/Independent,Medisystem Pharmacy 6040,Ottawa,40 Camelot Dr,-75.72459824,45.33000574,K2G2X8,K2G,Other/Independent
-75.7251502545.40381045Other/Independent,Victoria Pharmacy,Ottawa,1065 Wellington St,-75.72515025,45.40381045,K1Y2Y2,K1Y,Other/Independent
-75.7289418445.29228573Other/Independent,Barrhaven Medical Pharmacy,Ottawa,2900 Woodroffe Ave,-75.72894184,45.29228573,K2J4G3,K2J,Other/Independent
-75.7294935545.40044665Rexall,Rexall #1545,Ottawa,1190 Wellington St,-75.72949355,45.40044665,K1Y2Z5,K1Y,Rexall
-75.7307124445.35133104Loblaw,Loblaw Pharmacy 4109,Ottawa,200 Grant Carman Dr,-75.73071244,45.35133104,K2E7Z8,K2E,Loblaw
-75.7314013545.40007005Other/Independent,Wellington Drug Store,Ottawa,1221 Wellington St W,-75.73140135,45.40007005,K1Y2Z9,K1Y,Other/Independent
-75.7320340445.34558414Shoppers Drug Mart,Shoppers Drug Mart #910,Ottawa,1642 Merivale Rd,-75.73203404,45.34558414,K2G4A1,K2G,Shoppers Drug Mart
-75.7328302545.37962065Guardian,Palmyra Guardian Pharmacy,Ottawa,1013 Merivale Rd,-75.73283025,45.37962065,K1Z6A6,K1Z,Guardian
-75.7330853545.40354075Rexall,Rexall #1495,Ottawa,1620 Scott St,-75.73308535,45.40354075,K1Y4S7,K1Y,Rexall
-75.7332735445.35281764Rexall,Rexall #398,Ottawa,1595 Merivale Rd,-75.73327354,45.35281764,K2G3J4,K2G,Rexall
-75.7333981545.36829584Other/Independent,Apothe Sos Pharmacy,Ottawa,314 Central Park Dr,-75.73339815,45.36829584,K2C0R2,K2C,Other/Independent
-75.7343684545.36048084Shoppers Drug Mart,Shoppers Drug Mart #627,Ottawa,1469 Merivale Rd,-75.73436845,45.36048084,K2E5N9,K2E,Shoppers Drug Mart
-75.7347403545.35164434Other/Independent,Marina Pharmacy,Ottawa,1568 Merivale Rd,-75.73474035,45.35164434,K2G3J9,K2G,Other/Independent
-75.7350090545.38531775Other/Independent,Carling Ida Pharmacy,Ottawa,1320 Carling Ave,-75.73500905,45.38531775,K1Z7K8,K1Z,Other/Independent
-75.7353516545.36192994Loblaw,Loblaw Pharmacy 1082,Ottawa,1460 Merivale Rd,-75.73535165,45.36192994,K2E5P2,K2E,Loblaw
-75.7355233545.38676925Shoppers Drug Mart,Shoppers Drug Mart #628,Ottawa,1309 Carling Ave,-75.73552335,45.38676925,K1Z7L3,K1Z,Shoppers Drug Mart
-75.7364023545.39858945Other/Independent,Watsons Phcy & Compounding Ctr,Ottawa,1308 Wellington St W,-75.73640235,45.39858945,K1Y3B2,K1Y,Other/Independent
-75.7381945545.36380264Walmart,Wal-Mart Pharmacy,Ottawa,1375 Baseline Rd,-75.73819455,45.36380264,K2C3G1,K2C,Walmart
-75.7391209545.35925654Other/Independent,Merival Ida Pharmacy,Ottawa,1390 Clyde Ave,-75.73912095,45.35925654,K2G3H9,K2G,Other/Independent
-75.7397475545.38631505Rexall,Rexall #2006,Ottawa,1415 Carling Ave,-75.73974755,45.38631505,K1Z7L6,K1Z,Rexall
-75.7406719545.36191264Other/Independent,Ultracare Compounding Pharmacy,Ottawa,1366 Clyde Ave,-75.74067195,45.36191264,K2C3Z4,K2C,Other/Independent
-75.7408564445.27182673Walmart,Wal-Mart Pharmacy,Ottawa,3651 Strandherd Dr,-75.74085644,45.27182673,K2J4G8,K2J,Walmart
-75.7423543445.29302823Other/Independent,Fallowfield Pharmacy,Ottawa,3500 Fallowfield Rd,-75.74235434,45.29302823,K2J4A7,K2J,Other/Independent
-75.7434605445.26805193Loblaw,The Drug Store Pharmacy #1035,Ottawa,3201 Greenbank Rd,-75.74346054,45.26805193,K2J4H9,K2J,Loblaw
-75.7451197445.28414603Other/Independent,Longfields Pharmacy,Ottawa,613 Longfields Dr,-75.74511974,45.28414603,K2J6J2,K2J,Other/Independent
-75.7473436545.39426545Loblaw,Drugstore Pharmacy # 1009,Ottawa,190 Richmond Rd,-75.74734365,45.39426545,K1Z6W6,K1Z,Loblaw
-75.7473606445.27480073Other/Independent,Barrhaven Pharmacy,Ottawa,1221 Greenbank Rd,-75.74736064,45.27480073,K2J5V7,K2J,Other/Independent
-75.7491607445.26847703Loblaw,Drugstore Pharmacy #4284,Ottawa,3777 Strandherd Dr,-75.74916074,45.26847703,K2J4B1,K2J,Loblaw
-75.7500529545.33129514Other/Independent,Woodroffe Pharmacy,Ottawa,1637 Woodroffe Ave,-75.75005295,45.33129514,K2G1W2,K2G,Other/Independent
-75.7512618445.26822083Shoppers Drug Mart,Shoppers Drug Mart 643,Ottawa,3781 Strandherd Dr,-75.75126184,45.26822083,K2J5M4,K2J,Shoppers Drug Mart
-75.7529817545.39227785Other/Independent,Hybrid Pharm,Ottawa,318 Richmond Rd,-75.75298175,45.39227785,K1Z6X6,K1Z,Other/Independent
-75.7552093545.37769515Other/Independent,Medical Pharmacy,Ottawa,770 Broadview Ave,-75.75520935,45.37769515,K2A3Z3,K2A,Other/Independent
-75.7564617545.28472643Rexall,Rexall #380,Ottawa,900 Greenbank Rd,-75.75646175,45.28472643,K2J1S8,K2J,Rexall
-75.7569455645.39026825Shoppers Drug Mart,Shoppers Drug Mart 1396,Ottawa,410 Richmond Rd,-75.75694556,45.39026825,K2A4C4,K2A,Shoppers Drug Mart
-75.7574085545.28630433Other/Independent,Health Treasure Pharmacy,Ottawa,10 Green St,-75.75740855,45.28630433,K2J3Z6,K2J,Other/Independent
-75.7576510645.39044115Pharmasave,Westboro Pharmasave,Ottawa,421 Richmond Rd,-75.75765106,45.39044115,K2A4H1,K2A,Pharmasave
-75.7578825545.28668793Other/Independent,Green Street Pharmacy,Ottawa,16 Green St,-75.75788255,45.28668793,K2J3R2,K2J,Other/Independent
-75.7584961545.35081684Rexall,Rexall #1149,Ottawa,1363 Woodroffe Ave,-75.75849615,45.35081684,K2G1V7,K2G,Rexall
-75.7595587545.35207464Loblaw,Loblaw Pharmacy #1050,Ottawa,1980 Baseline Rd,-75.75955875,45.35207464,K2C0C6,K2C,Loblaw
-75.7624941545.34294034Guardian,Centrepointe Guardian Drugs,Ottawa,117 Centrepointe Dr,-75.76249415,45.34294034,K2G5X3,K2G,Guardian
-75.7675147645.34881684Other/Independent,Specialty Rx,Ottawa,1 Centrepointe Dr,-75.76751476,45.34881684,K2G6E2,K2G,Other/Independent
-75.7684158545.26038452Guardian,Cedarview Guardian Pharmacy,Ottawa,4100 Strandherd Dr,-75.76841585,45.26038452,K2J0V2,K2J,Guardian
-75.7684158545.26038452Other/Independent,Lmc Pharmacy - Ottawa,Ottawa,4100 Strandherd Dr,-75.76841585,45.26038452,K2J0V2,K2J,Other/Independent
-75.7686793645.37314974Rexall,Rexall #1487,Ottawa,2121 Carling Ave,-75.76867936,45.37314974,K2A1H2,K2A,Rexall
-75.7687713645.36941674Shoppers Drug Mart,Shoppers Drug Mart #622,Ottawa,2148 Carling Ave,-75.76877136,45.36941674,K2A1H1,K2A,Shoppers Drug Mart
-75.7711875645.37049674Other/Independent,Carlingwood Pharmacy,Ottawa,356 Woodroffe Ave,-75.77118756,45.37049674,K2A3V6,K2A,Other/Independent
-75.7747088645.36885884Other/Independent,White Haven Pharmacy,Ottawa,2255 Carling Ave,-75.77470886,45.36885884,K2B7Z5,K2B,Other/Independent
-75.7773041545.27582123Other/Independent,Jockvale Pharmacy,Ottawa,2201 Jockvale Rd,-75.77730415,45.27582123,K2J4J9,K2J,Other/Independent
-75.7795476645.32429904Other/Independent,Greenbank Hunt Club Pharmacy,Ottawa,250 Greenbank Rd,-75.77954766,45.32429904,K2H8X4,K2H,Other/Independent
-75.7795729645.32819274Shoppers Drug Mart,Shoppers Drug Mart #1528,Ottawa,181 Greenbank Rd,-75.77957296,45.32819274,K2H5V6,K2H,Shoppers Drug Mart
-75.7817491645.33090024Other/Independent,Greenbank Pharmacy,Ottawa,139 Greenbank Rd,-75.78174916,45.33090024,K2H9A5,K2H,Other/Independent
-75.7843782545.26845973Costco,Costco Pharmacy #1263,Ottawa,4315 Strandherd Dr,-75.78437825,45.26845973,K2J6E5,K2J,Costco
-75.7857630645.36498204Rexall,Rexall #1362,Ottawa,2525 Carling Ave,-75.78576306,45.36498204,K2B7Z2,K2B,Rexall
-75.7874379645.34159104Other/Independent,Baseline Pharmacy,Ottawa,2571 Baseline Rd,-75.78743796,45.34159104,K2H7B3,K2H,Other/Independent
-75.7882168645.36285544Other/Independent,Nutrichem Pharmacy Ltd,Ottawa,2599 Carling Ave,-75.78821686,45.36285544,K2B7H7,K2B,Other/Independent
-75.7896119645.36284664Shoppers Drug Mart,Shoppers Drug Mart #642,Ottawa,1460 Richmond Rd,-75.78961196,45.36284664,K2B6S1,K2B,Shoppers Drug Mart
-75.7993243745.33491174Other/Independent,Hma Pharmacy Ltd,Ottawa,2948 Baseline Rd,-75.79932437,45.33491174,K2H8T5,K2H,Other/Independent
-75.8021606745.35593714Rexall,Rexall #1917,Ottawa,2950 Carling Ave,-75.80216067,45.35593714,K2B7J7,K2B,Rexall
-75.8044637745.35484344Shoppers Drug Mart,Shoppers Drug Mart #1387,Ottawa,3080 Carling Ave,-75.80446377,45.35484344,K2B7K2,K2B,Shoppers Drug Mart
-75.8060903745.35508664Other/Independent,Bayshore Pharmacy Limited,Ottawa,3029 Carling Ave,-75.80609037,45.35508664,K2B8E8,K2B,Other/Independent
-75.8068315745.34723704Walmart,Wal-Mart Pharmacy #3066,Ottawa,100 Bayshore Dr,-75.80683157,45.34723704,K2B8C1,K2B,Walmart
-75.8192021745.32908883Shoppers Drug Mart,Shoppers Drug Mart #638,Ottawa,1821 Robertson Rd,-75.81920217,45.32908883,K2H8X3,K2H,Shoppers Drug Mart
-75.8210351745.32807583Other/Independent,Stafford Ida Pharmacy,Ottawa,1861 Robertson Rd,-75.82103517,45.32807583,K2H9N5,K2H,Other/Independent
-75.8330590745.32455713Loblaw,The Drug Store Pharmacy #1023,Ottawa,59 Robertson Rd,-75.83305907,45.32455713,K2H5Y9,K2H,Loblaw
-75.8356484444.91536036Other/Independent,Merrickville Drug Mart,Merrickville,112 Wellington St E,-75.83564844,44.91536036,K0G1N0,K0G,Other/Independent
-75.8358270745.32075503Rexall,Rexall #6969,Ottawa,2144 Robertson Rd,-75.83582707,45.32075503,K2H5Z1,K2H,Rexall
-75.8394526745.19357761Other/Independent,Richmond Village Pharmacy,Ottawa,6146 Perth St,-75.83945267,45.19357761,K0A2Z0,K0A,Other/Independent
-75.8457819745.19031371Other/Independent,Richmond Ida Pharmacy,Ottawa,6265 Perth St,-75.84578197,45.19031371,K0A2Z0,K0A,Other/Independent
-75.8571983845.29193293Other/Independent,Bridlewood Drug Mart,Ottawa,64 Stonehaven Dr,-75.85719838,45.29193293,K2M2Y2,K2M,Other/Independent
-75.8665255845.28271892Loblaw,Drugstore Pharmacy #2813,Ottawa,760 Eagleson Rd,-75.86652558,45.28271892,K2M0A7,K2M,Loblaw
-75.8684676845.28737263Shoppers Drug Mart,Shoppers Drug Mart #1270,Ottawa,680 Eagleson Rd,-75.86846768,45.28737263,K2M2G9,K2M,Shoppers Drug Mart
-75.8715100845.27471382Walmart,Wal-Mart Pharmacy,Ottawa,5357 Fernbank Rd,-75.87151008,45.27471382,K2S0T7,K2S,Walmart
-75.8777643945.30237093Rexall,Rexall #2204,Ottawa,300 Eagleson Rd,-75.87776439,45.30237093,K2M1C9,K2M,Rexall
-75.8798382244.47685788Other/Independent,Mallorytown Pharmacy & Health,Mallorytown,1489 County Rd 2,-75.87983822,44.47685788,K0E1R0,K0E,Other/Independent
-75.8805221945.30144693Shoppers Drug Mart,Shoppers Drug Mart #952,Ottawa,420 Hazeldean Rd,-75.88052219,45.30144693,K2L4B2,K2L,Shoppers Drug Mart
-75.8947171945.30424053Pharmasave,Kanata Pharmasave,Ottawa,99 Kakulu Rd,-75.89471719,45.30424053,K2L3C8,K2L,Pharmasave
-75.8956069945.29270403Sobeys,Sobeys Pharmacy #7217,Ottawa,700 Terry Fox Dr,-75.89560699,45.29270403,K2L4H4,K2L,Sobeys
-75.8958401945.31241883Other/Independent,Kanata Compounding Pharmacy,Ottawa,150 Katimavik Rd,-75.89584019,45.31241883,K2L2N2,K2L,Other/Independent
-75.907220145.33680853Rexall,Rexall #1453,Ottawa,4048 Carling Ave,-75.9072201,45.33680853,K2K1Y1,K2K,Rexall
-75.907884345.33503893Other/Independent,Kanata Mews Pharmacy,Ottawa,329 March Rd,-75.9078843,45.33503893,K2K2E1,K2K,Other/Independent
-75.911947945.28372002Shoppers Drug Mart,Shoppers Drug Mart #1325,Ottawa,5709 Hazeldean Rd,-75.9119479,45.28372002,K2S0P6,K2S,Shoppers Drug Mart
-75.912771145.31125463Walmart,Wal-Mart Pharmacy,Ottawa,500 Earl Grey Dr,-75.9127711,45.31125463,K2T1B6,K2T,Walmart
-75.913116445.30262583Costco,Costco Pharmacy #541,Ottawa,770 Silver Seven Rd,-75.9131164,45.30262583,K2V1A5,K2V,Costco
-75.916226545.25546022Other/Independent,Stittsville Whole Health Pharm,Ottawa,1609 Stittsville Main St,-75.9162265,45.25546022,K2S1B8,K2S,Other/Independent
-75.916463545.31005583Loblaw,Loblaw Pharmacy 1114,Ottawa,200 Earl Grey Dr,-75.9164635,45.31005583,K2T1B6,K2T,Loblaw
-75.919681345.31052473Shoppers Drug Mart,Shoppers Drug Mart #909,Ottawa,499 Terry Fox Dr,-75.9196813,45.31052473,K2T1H7,K2T,Shoppers Drug Mart
-75.928403645.26897402Loblaw,The Drug Store Pharmacy #4203,Ottawa,1251 Stittsville Main St,-75.9284036,45.26897402,K2S2E5,K2S,Loblaw
