,location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
1183,44.4148803-79.6623209Other/Independent,Purehealth Pharmacy,Barrie,Ontario,Yes,201 Georgian Dr,2022-10-14,44.4148803,-79.6623209,L4M6M2,L4M,Other/Independent
1185,44.428141-79.1251Loblaw,Drug Store Pharmacy,Beaverton,Ontario,Yes,30B Beaver Ave,2021-09-04,44.428141,-79.1251,L0K1A0,L0K,Loblaw
1186,44.4534646-81.3759155Loblaw,Drug Store Pharmacy,Port Elgin,Ontario,Yes,1244 Hwy 21,2021-09-11,44.4534646,-81.3759155,N0H2C0,N0H,Loblaw
1187,44.4751809-76.2367919Other/Independent,Pharma Well Drugmart,Seeley's Bay,Ontario,Yes,106 Drynan Way Unit 4,2022-08-26,44.4751809,-76.2367919,K0H2N0,K0H,Other/Independent
1188,44.4751945-80.07473Shoppers Drug Mart,Shoppers Drug Mart,Wasaga Beach,Ontario,Yes,1900 Mosley St Unit 4,2024-05-24,44.4751945,-80.07473,L9Z1Z3,L9Z,Shoppers Drug Mart
1191,44.4898108-81.3765882Other/Independent,Kristen's Pharmacy,Southampton,Ontario,Yes,197 Albert St S Unit 3,2022-02-12,44.4898108,-81.3765882,N0H2L0,N0H,Other/Independent
1194,44.5376175-78.7361745Other/Independent,Fenelon Falls Pharmacy,Fenelon Falls,Ontario,Yes,53 Colborne St,2021-11-03,44.5376175,-78.7361745,K0M1N0,K0M,Other/Independent
1195,44.5462128-78.5420441Pharmasave,Village Gate Pharmasave,Bobcaygeon,Ontario,Yes,101 E St,2024-09-28,44.5462128,-78.5420441,K0M1A0,K0M,Pharmasave
1196,44.5465674-79.1766705Other/Independent,Brechin Pharmacy,Brechin,Ontario,Yes,2280 Hwy 12,2021-06-05,44.5465674,-79.1766705,L0K1B0,L0K,Other/Independent
1197,44.563073-80.4559889Other/Independent,Thornbury Pharmacy,Thornbury,Ontario,Yes,45 Arthur St W,2024-09-05,44.563073,-80.4559889,N0H2P0,N0H,Other/Independent
1199,44.570175-80.9275997Rexall,Rexall,Owen Sound,Ontario,Yes,1507 Ninth Ave E,2023-02-03,44.570175,-80.9275997,N4K3E9,N4K,Rexall
1204,44.604672-75.699325Shoppers Drug Mart,Shoppers Drug Mart,Brockville,Ontario,Yes,2399 Parkdale Ave Unit 27,2023-06-23,44.604672,-75.699325,K6V3G9,K6V,Shoppers Drug Mart
1205,44.6072829-75.6930882Other/Independent,Parkedale Pharmacy,Brockville,Ontario,Yes,2235 Parkedale Ave,2022-08-10,44.6072829,-75.6930882,K6V6B2,K6V,Other/Independent
1206,44.6079966-79.4396666Shoppers Drug Mart,Shoppers Drug Mart,Orillia,Ontario,Yes,149 Wmount Dr N,2023-12-22,44.6079966,-79.4396666,L3V6C7,L3V,Shoppers Drug Mart
1209,44.6114743-75.686385Walmart,Wal-Mart Pharmacy,Brockville,Ontario,Yes,1942 Parkdale Ave,2024-10-10,44.6114743,-75.686385,K6V7N4,K6V,Walmart
1211,44.6589535-78.797323Other/Independent,Coby Pharmacy,Coboconk,Ontario,Yes,Main St 6662 Hwy 35,2021-07-04,44.6589535,-78.797323,K0M1K0,K0M,Other/Independent
1213,44.7087968-75.515188Shoppers Drug Mart,Shoppers Drug Mart,Prescott,Ontario,Yes,231 King St W,2024-01-28,44.7087968,-75.515188,K0E1T0,K0E,Shoppers Drug Mart
1214,44.7175758-79.8972249Loblaw,Real Canadian Superstore,Midland,Ontario,Yes,9292 Hwy 93,2022-10-22,44.7175758,-79.8972249,L4R4K4,L4R,Loblaw
1221,44.888392-76.018961Other/Independent,Smiths Falls Family Pharmacy,Smiths Falls,Ontario,Yes,207 Brockville St Unit 2,2024-07-06,44.888392,-76.018961,K7A3Z3,K7A,Other/Independent
1222,44.8924731-76.0267593Loblaw,The Drugstore Pharmacy,Smiths Falls,Ontario,Yes,25 Ferrara Dr,2024-08-31,44.8924731,-76.0267593,K7A5K6,K7A,Loblaw
1225,44.9076224-76.2649133Other/Independent,Perth Mews Pharmacy,Perth,Ontario,Yes,80 Dufferin St Unit 095,2022-08-18,44.9076224,-76.2649133,K7H3A7,K7H,Other/Independent
1229,45.018657-75.6565067Loblaw,Loblaw Pharmacy,Kemptville,Ontario,Yes,2600 Hwy 43 W Unit 1,2022-03-13,45.018657,-75.6565067,K0G1J0,K0G,Loblaw
1230,45.018657-75.6565067Other/Independent,Kemptville Drugmart,Kemptville,Ontario,Yes,2600 Hwy 43 Unit 19-20,2022-02-02,45.018657,-75.6565067,K0G1J0,K0G,Other/Independent
1231,45.0230195-75.6521543Shoppers Drug Mart,Shoppers Drug Mart,Kemptville,Ontario,Yes,2727 Country Rd 43,2023-08-25,45.0230195,-75.6521543,K0G1J0,K0G,Shoppers Drug Mart
1237,45.045947-78.534552Loblaw,Drugstore Pharmacy,Haliburton,Ontario,Yes,5121 County Rd 21,2021-09-24,45.045947,-78.534552,K0M1S0,K0M,Loblaw
1239,45.061573-77.856565Shoppers Drug Mart,Shoppers Drug Mart,Bancroft,Ontario,Yes,118 Hastings St N,2023-05-21,45.061573,-77.856565,K0L1C0,K0L,Shoppers Drug Mart
1240,45.0686492-77.8619824Other/Independent,North Hastings Family Pharmacy,Bancroft,Ontario,Yes,217 Hastings St N,2022-07-27,45.0686492,-77.8619824,K0L1C0,K0L,Other/Independent
1242,45.1308173-75.7162208Other/Independent,North Gower Pharmacy,North Gower,Ontario,Yes,2333 Church St Unit 7,2022-07-26,45.1308173,-75.7162208,K0A2T0,K0A,Other/Independent
1243,45.1355215-76.1399079IDA,Carleton Place IDA Drug Mart,Carleton Place,Ontario,Yes,47 Lansdowne Ave,2021-06-19,45.1355215,-76.1399079,K7C3S9,K7C,IDA
1245,45.1494697-75.6029765Other/Independent,Osgoode Pharmacy,Osgoode,Ontario,Yes,3192 Logan Farm Dr,2022-08-04,45.1494697,-75.6029765,K0A2W0,K0A,Other/Independent
1246,45.1903627-75.8457423IDA,Richmond IDA Pharmacy,Richmond,Ontario,Yes,6265 Perth St Unit 1,2023-04-13,45.1903627,-75.8457423,K0A2Z0,K0A,IDA
1247,45.1935776-75.8394527Other/Independent,Richmond Village Pharmacy,Richmond,Ontario,Yes,6146 Perth St,2023-04-15,45.1935776,-75.8394527,K0A2Z0,K0A,Other/Independent
1250,45.2348379-76.1855636Shoppers Drug Mart,Shoppers Drug Mart,Almonte,Ontario,Yes,376 Ottawa St,2023-05-14,45.2348379,-76.1855636,K0A1A0,K0A,Shoppers Drug Mart
1251,45.2554602-75.9162265Other/Independent,Stittsville Whole Health Pharmacy,Ottawa,Ontario,Yes,1609 Stittsville Main St Unit C,2024-08-07,45.2554602,-75.9162265,K2S1B8,K2S,Other/Independent
1252,45.2603845-75.7684158Guardian,Cedarview Guardian Pharmacy,Nepean,Ontario,Yes,4100 Strandherd Dr Unit 112,2021-06-24,45.2603845,-75.7684158,K2J0V2,K2J,Guardian
1254,45.2680519-75.7434605Loblaw,The Drug Store Pharmacy,Ottawa,Ontario,Yes,3201 Greenbank Rd,2024-08-27,45.2680519,-75.7434605,K2J4H9,K2J,Loblaw
1257,45.2683291-75.9311232Other/Independent,Stittsville Drug Mart,Stittsville,Ontario,Yes,1250 Main St Unit 4,2024-08-06,45.2683291,-75.9311232,K2S1S9,K2S,Other/Independent
1258,45.2684141-75.3036791Other/Independent,Embrun Remedy's Rx,Embrun,Ontario,Yes,753 Notre Dame St,2021-10-19,45.2684141,-75.3036791,K0A1W0,K0A,Other/Independent
1267,45.2831139-75.6863032Pharmasave,Good Health Pharmasave,Gloucester,Ontario,Yes,4188 Spratt Rd Unit 2,2021-12-09,45.2831139,-75.6863032,K1V0Z6,K1V,Pharmasave
1272,45.2930282-75.7423543Other/Independent,Fallowfield Pharmacy,Ottawa,Ontario,Yes,3500 Fallowfield Rd Unit 1B,2021-10-29,45.2930282,-75.7423543,K2J4A7,K2J,Other/Independent
1275,45.3042405-75.8947172Pharmasave,Kanata Pharmasave,Kanata,Ontario,Yes,99 Kakulu Rd Unit 101,2022-01-29,45.3042405,-75.8947172,K2L3C8,K2L,Pharmasave
1276,45.3102498-75.9203218Shoppers Drug Mart,Shoppers Drug Mart,Kanata,Ontario,Yes,499 Terry Fox Dr Unit 10,2023-08-24,45.3102498,-75.9203218,K2T1H7,K2T,Shoppers Drug Mart
1277,45.3124188-75.8958402Other/Independent,Kanata Compounding Pharmacy,Kanata,Ontario,Yes,150 Katimavik Rd Unit 46 Level 1,2022-01-28,45.3124188,-75.8958402,K2L2N2,K2L,Other/Independent
1278,45.3198157-75.5942266Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,4744 Bank St Unit 1,2024-01-07,45.3198157,-75.5942266,K1T0K8,K1T,Shoppers Drug Mart
1280,45.3244028-75.7795626Other/Independent,Greenbank Hunt Club Pharmacy,Ottawa,Ontario,Yes,250 Greenbank Rd,2021-12-18,45.3244028,-75.7795626,K2H8X4,K2H,Other/Independent
1281,45.3245571-75.8330591Loblaw,The Drug Store Pharmacy,Nepean,Ontario,Yes,59A Robertson Rd,2024-08-25,45.3245571,-75.8330591,K2H5Y9,K2H,Loblaw
1284,45.332737-76.2906306Other/Independent,Pakenham Pharmacy,Pakenham,Ontario,Yes,2547 County Rd 29,2022-08-07,45.332737,-76.2906306,K0A2X0,K0A,Other/Independent
1291,45.3447291-76.0380015Other/Independent,West Carlton Drug Mart,Carp,Ontario,Yes,461 Donald B Munro Dr,2025-01-15,45.3447291,-76.0380015,K0A1L0,K0A,Other/Independent
1293,45.3482612-75.8050948Walmart,Wal-Mart Pharmacy,Nepean,Ontario,Yes,100 Bayshore Dr Unit 10,2024-11-12,45.3482612,-75.8050948,K2B8C1,K2B,Walmart
1294,45.3483871-75.6457041Other/Independent,Bridle Path Pharmacy,Gloucester,Ontario,Yes,4000 Bridle Path Dr Unit 6,2021-06-07,45.3483871,-75.6457041,K1T2C4,K1T,Other/Independent
1295,45.3506573-75.6719591Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,3310 Mccarthy Rd,2024-01-03,45.3506573,-75.6719591,K1V9S1,K1V,Shoppers Drug Mart
1297,45.351331-75.730712Loblaw,Loblaw Pharmacy,Nepean,Ontario,Yes,200 Grant Carman Dr,2022-03-23,45.351331,-75.730712,K2E7Z8,K2E,Loblaw
1298,45.3520746-75.7595588Loblaw,Loblaw Pharmacy,Nepean,Ontario,Yes,1980 Baseline Rd,2022-03-24,45.3520746,-75.7595588,K2C0C6,K2C,Loblaw
1299,45.3528317-75.6467883Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,2446 Bank St Unit 115,2024-01-02,45.3528317,-75.6467883,K1V1A4,K1V,Shoppers Drug Mart
1300,45.3542812-75.6459712Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,2515 Bank St Unit 15,2024-01-10,45.3542812,-75.6459712,K1V8R9,K1V,Shoppers Drug Mart
1301,45.3543072-75.6436138Other/Independent,Bank Street Pharmacy,Ottawa,Ontario,Yes,2531 Bank St,2021-05-08,45.3543072,-75.6436138,K1V8R9,K1V,Other/Independent
1304,45.354899-75.6547546Walmart,Wal-Mart Pharmacy,Ottawa,Ontario,Yes,2210 Bank St,2024-11-20,45.354899,-75.6547546,K1V0Y5,K1V,Walmart
1311,45.3680045-75.6615191Other/Independent,Bank Street Medical Pharmacy,Ottawa,Ontario,Yes,1935 Bank St,2021-05-07,45.3680045,-75.6615191,K1V8A3,K1V,Other/Independent
1312,45.3682958-75.7333981Other/Independent,Apothe Sos Pharmacy,Ottawa,Ontario,Yes,314 Central Park Dr Unit 8,2021-04-27,45.3682958,-75.7333981,K2C0R2,K2C,Other/Independent
1313,45.368436-75.6877711Other/Independent,Mooney's Bay Pharmacy,Ottawa,Ontario,Yes,743 Ridgewood Ave,2022-06-21,45.368436,-75.6877711,K1V6M8,K1V,Other/Independent
1314,45.3694167-75.7687714Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,2148 Carling Ave Unit 1,2024-01-14,45.3694167,-75.7687714,K2A1H1,K2A,Shoppers Drug Mart
1318,45.3733998-75.6642724Other/Independent,Promed Pharmacy,Ottawa,Ontario,Yes,2706 Alta Vista Dr,2022-10-12,45.3733998,-75.6642724,K1V7T4,K1V,Other/Independent
1319,45.3735144-75.6534727Other/Independent,Shas Pharmacy,Ottawa,Ontario,Yes,1428 Walkley Rd,2023-05-05,45.3735144,-75.6534727,K1V6P5,K1V,Other/Independent
1320,45.377104-75.6662906Other/Independent,Proactive Pharmacy,Ottawa,Ontario,Yes,1645 Bank St,2022-10-09,45.377104,-75.6662906,K1V7Z1,K1V,Other/Independent
1321,45.3778586-75.6459656Rexall,Rexall,Ottawa,Ontario,Yes,1725 Walkley Rd Unit C,2023-01-31,45.3778586,-75.6459656,K1V2P6,K1V,Rexall
1323,45.3802608-75.6691534Other/Independent,Evans Medical Pharmacy,Ottawa,Ontario,Yes,1194 Karn Place,2021-10-24,45.3802608,-75.6691534,K1H7Z8,K1H,Other/Independent
1325,45.3857739-75.6775316Walmart,Wal-Mart Pharmacy,Ottawa,Ontario,Yes,2277 Riverside Dr,2024-11-21,45.3857739,-75.6775316,K1H7X6,K1H,Walmart
1327,45.3880923-75.6450713Pharmasave,Pharmasave Cyril Pharmacy,Ottawa,Ontario,Yes,1795 Kilborn Ave,2022-09-16,45.3880923,-75.6450713,K1H6N1,K1H,Pharmasave
1330,45.392278-75.752982Other/Independent,Hybrid Pharm,Ottawa,Ontario,Yes,318 Richmond Rd Unit 100,2022-01-11,45.392278,-75.752982,K1Z6X6,K1Z,Other/Independent
1331,45.3942654-75.7473437Loblaw,Real Canadian Superstore,Ottawa,Ontario,Yes,190 Richmond Rd,2022-10-27,45.3942654,-75.7473437,K1Z6W6,K1Z,Loblaw
1333,45.4013876-75.6872975Other/Independent,Whole Health Pharmacy Glebe,Ottawa,Ontario,Yes,857A Bank St,2025-02-01,45.4013876,-75.6872975,K1S3W2,K1S,Other/Independent
1335,45.4048452-75.6897472Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,702 Bank St Unit 700,2024-01-06,45.4048452,-75.6897472,K1S3V2,K1S,Shoppers Drug Mart
1337,45.4131465-75.6496399Walmart,Wal-Mart Pharmacy,Ottawa,Ontario,Yes,450 Terminal Ave,2024-11-19,45.4131465,-75.6496399,K1G0Z3,K1G,Walmart
1341,45.4212821-75.4266411Other/Independent,Pharmacie Medici Pharmacy,Navan,Ontario,Yes,1200 Colonial Rd Unit 100,2022-08-31,45.4212821,-75.4266411,K4B1J5,K4B,Other/Independent
1342,45.4219466-75.6387057Shoppers Drug Mart,Shoppers Drug Mart,Ottawa,Ontario,Yes,1200 St Laurent Blvd,2024-01-04,45.4219466,-75.6387057,K1K3B8,K1K,Shoppers Drug Mart
1343,45.4237347-76.3680964Other/Independent,Excellent Care Pharmacy,Arnprior,Ontario,Yes,386 Daniel St S,2021-10-25,45.4237347,-76.3680964,K7S3G9,K7S,Other/Independent
1349,45.4325275-75.6098258Rexall,Rexall,Gloucester,Ontario,Yes,1980 Ogilvie Rd Unit 144,2022-12-05,45.4325275,-75.6098258,K1J9L3,K1J,Rexall
1350,45.4325275-75.6098258Walmart,Wal-Mart Pharmacy,Gloucester,Ontario,Yes,1980 Ogilvie Rd Unit 171,2024-10-17,45.4325275,-75.6098258,K1J9L3,K1J,Walmart
1355,45.4539866-75.5079848Shoppers Drug Mart,Shoppers Drug Mart,Orleans,Ontario,Yes,3940 Innes Rd,2023-12-25,45.4539866,-75.5079848,K1W1K9,K1W,Shoppers Drug Mart
1360,45.4617054-75.4860905IDA,Innes IDA Pharmacy,Orleans,Ontario,Yes,4473 Innes Rd Unit 101,2022-01-16,45.4617054,-75.4860905,K4A1A7,K4A,IDA
1362,45.469773-75.4553161Sobeys,Sobeys Pharmacy,Orleans,Ontario,Yes,5150 Innes Rd,2024-07-21,45.469773,-75.4553161,K4A0G4,K4A,Sobeys
1363,45.4702113-76.6812239Rexall,Rexall,Renfrew,Ontario,Yes,339 Raglan St,2023-02-11,45.4702113,-76.6812239,K7V1R6,K7V,Rexall
1364,45.4764991-75.5228439Other/Independent,NoFrills Pharmacy,Gloucester,Ontario,Yes,1226 Orleans Place Dr,2022-07-20,45.4764991,-75.5228439,K1C1L2,K1C,Other/Independent
1366,45.4781702-75.5155527Rexall,Rexall,Orleans,Ontario,Yes,110 Place DOrleans Dr Unit 160,2023-01-26,45.4781702,-75.5155527,K1C2L9,K1C,Rexall
1367,45.4795894-76.6553723Walmart,Wal-Mart Pharmacy,Renfrew,Ontario,Yes,980 OBrien Rd RR 1,2024-11-26,45.4795894,-76.6553723,K7V3Z4,K7V,Walmart
1369,45.4824857-75.4745687Other/Independent,Crown Pointe Pharmacy,Orleans,Ontario,Yes,900 Watters Rd Unit 13,2021-08-20,45.4824857,-75.4745687,K4A0B4,K4A,Other/Independent
1370,45.4928539-78.2375552Other/Independent,Whitney Pharmacy,Whitney,Ontario,Yes,29542 Hwy 60,2025-01-30,45.4928539,-78.2375552,K0J2M0,K0J,Other/Independent
1371,45.5322464-75.3059486Walmart,Wal-Mart Pharmacy,Rockland,Ontario,Yes,3001 Richeliue St,2024-11-27,45.5322464,-75.3059486,K4K0B5,K4K,Walmart
1373,45.609338-74.611644Other/Independent,Pharmacie Jean Coutu,Hawkesbury,Ontario,Yes,80 Main St E,2022-08-30,45.609338,-74.611644,K6A1A3,K6A,Other/Independent
1378,45.8905059-77.2636911Shoppers Drug Mart,Shoppers Drug Mart,Petawawa,Ontario,Yes,25 Civic Centre Rd,2024-01-22,45.8905059,-77.2636911,K8H0B1,K8H,Shoppers Drug Mart
1381,46.3146329-79.4406629Walmart,Wal-Mart Pharmacy,North Bay,Ontario,Yes,1500 Fisher St,2024-11-17,46.3146329,-79.4406629,P1B2H3,P1B,Walmart
1384,46.3667275-79.9081968Loblaw,Loblaw Pharmacy,Sturgeon Falls,Ontario,Yes,12035 Hwy 17,2022-04-11,46.3667275,-79.9081968,P2B2S6,P2B,Loblaw
1386,46.4229494-81.1433738Loblaw,Walden Family Drugstore,Lively,Ontario,Yes,135 Regional Rd 24 Unit 14,2024-12-26,46.4229494,-81.1433738,P3Y1J1,P3Y,Loblaw
1390,46.5250988-84.3193926Loblaw,Loblaw Pharmacy,Sault Ste Marie,Ontario,Yes,44 Great Nern Rd Unit 50,2022-04-07,46.5250988,-84.3193926,P6B4Y5,P6B,Loblaw
1391,46.5374357-84.3831079Other/Independent,West End Pharmacy,Sault Ste Marie,Ontario,Yes,658 Second Line W Unit 3,2025-01-17,46.5374357,-84.3831079,P6C2K9,P6C,Other/Independent
1395,47.5329091-79.6718499Walmart,Wal-Mart Pharmacy,Temiskaming Shores,Ontario,Yes,133 Hwy 11,2024-12-10,47.5329091,-79.6718499,P0J1P0,P0J,Walmart
1410,48.4386943-89.21956Other/Independent,Safeway Pharmacy,Thunder Bay,Ontario,Yes,70 N Court St,2023-04-29,48.4386943,-89.21956,P7A4T8,P7A,Other/Independent
1433,48.475925-81.3157104Shoppers Drug Mart,Shoppers Drug Mart,Timmins,Ontario,Yes,681 Algonquin Blvd E Unit 5,2024-03-17,48.475925,-81.3157104,P4N8S6,P4N,Shoppers Drug Mart
1437,48.6102783-93.3989687Pharmasave,Pharmasave Fort Frances,Fort Frances,Ontario,Yes,140 Scott St,2022-09-20,48.6102783,-93.3989687,P9A1G6,P9A,Pharmasave
1493,49.0614446-81.02549Other/Independent,Wallace Drug Store,Cochrane,Ontario,Yes,109 6th Ave,2024-12-27,49.0614446,-81.02549,P0L1C0,P0L,Other/Independent
1972,49.7673311-94.4842897Loblaw,Loblaw Pharmacy,Kenora,Ontario,Yes,538 Park St,2022-03-14,49.7673311,-94.4842897,P9N1A1,P9N,Loblaw
